date,avg_hourly_temperature,min_windchill,avg_relative_humidity,avg_dew_point,avg_wind_speed,max_wind_gust,wind_gust_dir_10s,avg_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,sunlight
2013-12-31,-18.67,-27.0,70.9,-22.6,9.62,,,2.5,36.9,0.0,0.0,0.0,2.5,7.55
2013-12-30,-18.38,-28.0,71.3,-22.3,8.25,,,2.5,36.8,0.0,0.0,0.0,0.5,7.53
2013-12-29,-15.6,-29.0,71.5,-19.6,11.71,,,2.4,34.4,0.0,0.0,0.0,2.0,7.52
2013-12-28,-20.06,-30.0,67.7,-24.5,7.0,33.0,34.0,2.4,38.3,0.0,0.0,0.0,0.0,7.5
2013-12-27,-8.71,-31.0,71.5,-12.9,20.92,48.0,36.0,2.2,25.1,0.0,0.0,0.0,0.0,7.5
2013-12-26,1.45,-7.0,76.3,-2.4,7.54,,,2.9,16.8,0.0,0.0,0.0,0.5,7.48
2013-12-25,-0.93,-7.0,68.9,-6.0,11.08,,,2.7,18.2,0.0,0.0,0.0,0.0,7.48
2013-12-24,-0.09,-6.0,60.2,-7.0,17.08,35.0,28.0,2.7,18.0,0.0,0.0,0.0,0.0,7.47
2013-12-23,-4.75,-25.0,69.3,-9.6,19.38,48.0,16.0,2.9,24.9,0.0,0.0,0.0,1.0,7.47
2013-12-22,-22.24,-34.0,82.0,-24.6,14.33,37.0,17.0,2.9,42.9,0.0,0.0,0.0,0.5,7.47
2013-12-21,-20.45,-29.0,65.6,-25.3,5.79,,,3.0,39.7,0.0,0.0,0.0,0.0,7.47
2013-12-20,-16.09,-27.0,67.6,-20.7,8.79,,,3.5,34.8,0.0,0.0,0.0,0.0,7.47
2013-12-19,-19.95,-34.0,78.1,-23.0,7.17,,,3.6,38.2,0.0,0.0,0.0,0.0,7.47
2013-12-18,-17.63,-30.0,68.1,-22.1,16.33,54.0,35.0,2.0,31.2,0.0,0.0,0.0,0.0,7.47
2013-12-17,-2.01,-19.0,69.5,-7.0,16.67,48.0,32.0,3.5,20.4,0.0,0.0,0.0,0.0,7.48
2013-12-16,-0.83,-9.0,58.9,-8.0,20.79,78.0,31.0,2.8,18.7,0.0,0.0,0.0,1.0,7.5
2013-12-15,0.72,-6.0,69.5,-4.5,15.58,67.0,31.0,2.7,18.2,0.0,0.0,0.0,2.0,7.5
2013-12-14,-9.93,-25.0,69.4,-14.2,10.42,,,2.9,28.1,0.0,0.0,0.0,1.5,7.52
2013-12-13,-18.35,-31.0,68.3,-22.8,12.38,28.0,16.0,2.4,36.4,0.0,0.0,0.0,3.5,7.53
2013-12-12,-17.07,-29.0,72.8,-20.8,15.96,,,2.6,34.9,0.0,0.0,0.0,2.0,7.55
2013-12-11,-13.59,-23.0,74.7,-17.1,9.58,,,3.3,31.6,0.0,0.0,0.0,0.0,7.58
2013-12-10,-17.12,-28.0,77.3,-20.2,11.71,30.0,35.0,2.8,32.2,0.0,0.0,0.0,0.0,7.6
2013-12-09,-6.7,-19.0,68.0,-11.7,20.04,57.0,32.0,2.7,27.4,0.0,0.0,0.0,0.5,7.62
2013-12-08,-16.03,-30.0,60.7,-21.9,12.46,32.0,34.0,2.6,34.9,0.0,0.0,0.0,0.0,7.63
2013-12-07,-22.63,-41.0,60.3,-28.2,13.38,44.0,32.0,3.2,40.0,0.0,0.0,0.0,0.5,7.67
2013-12-06,-27.8,-42.0,59.8,-33.2,10.12,,,3.1,45.6,0.0,0.0,0.0,0.0,7.7
2013-12-05,-23.17,-37.0,70.5,-27.1,13.29,32.0,34.0,3.2,40.7,0.0,0.0,0.0,0.0,7.73
2013-12-04,-19.6,-31.0,76.6,-22.7,13.71,37.0,32.0,2.9,38.4,0.0,0.0,0.0,0.0,7.75
2013-12-03,-15.44,-27.0,76.0,-18.7,18.83,37.0,32.0,2.3,33.5,0.0,0.0,0.0,0.5,7.8
2013-12-02,-10.4,-24.0,79.0,-13.3,25.67,46.0,33.0,2.0,26.1,0.0,0.0,0.0,1.0,7.82
2013-12-01,-4.86,-12.0,86.1,-6.8,9.12,,,3.4,23.6,0.0,0.0,0.0,0.0,7.87
2013-11-30,-4.53,-11.0,75.5,-8.2,5.92,,,3.6,23.6,0.0,0.0,0.0,0.0,7.9
2013-11-29,-5.85,-13.0,76.3,-9.4,4.71,,,4.3,23.1,0.0,0.0,0.0,1.0,7.95
2013-11-28,-7.49,-16.0,79.9,-10.4,14.0,32.0,16.0,2.8,26.2,0.0,0.0,0.0,0.0,7.98
2013-11-27,-7.51,-16.0,81.8,-10.1,8.29,,,3.6,23.3,0.0,0.0,0.0,0.0,8.02
2013-11-26,-2.48,-12.0,66.8,-7.8,10.88,,,3.4,20.0,0.0,0.0,0.0,1.0,8.07
2013-11-25,-4.5,-13.0,60.6,-11.0,9.17,,,3.5,22.9,0.0,0.0,0.0,0.0,8.1
2013-11-24,-1.19,-11.0,66.5,-6.8,13.5,33.0,31.0,2.8,20.6,0.0,0.0,0.0,1.0,8.17
2013-11-23,-5.38,-18.0,74.6,-9.2,5.25,,,3.6,24.3,0.0,0.0,0.0,0.5,8.22
2013-11-22,-12.69,-22.0,81.8,-15.2,11.38,,,2.8,30.4,0.0,0.0,0.0,2.0,8.25
2013-11-21,-13.54,-23.0,77.5,-16.6,8.17,,,3.7,32.8,0.0,0.0,0.0,1.0,8.3
2013-11-20,-20.23,-31.0,67.0,-24.8,8.25,,,2.9,39.0,0.0,0.0,0.0,0.0,8.35
2013-11-19,-16.41,-28.0,77.2,-19.5,16.54,28.0,34.0,2.1,34.5,0.0,0.0,0.0,2.0,8.42
2013-11-18,-14.11,-25.0,78.6,-17.0,10.08,,,2.5,32.8,0.0,0.0,0.0,2.0,8.47
2013-11-17,-13.63,-23.0,77.7,-16.7,6.21,,,2.6,31.6,0.0,0.0,0.0,0.5,8.5
2013-11-16,-10.25,-20.0,74.2,-13.9,19.54,52.0,5.0,2.2,26.2,0.0,0.0,0.0,1.5,8.57
2013-11-15,1.21,-12.0,69.5,-4.0,17.0,54.0,1.0,2.4,17.6,0.0,0.0,0.0,1.5,8.62
2013-11-14,2.96,,61.3,-3.9,10.21,,,2.5,14.6,0.0,0.0,0.0,0.5,8.68
2013-11-13,2.96,,72.4,-1.6,10.17,39.0,30.0,3.0,16.8,0.0,0.0,0.0,4.0,8.73
2013-11-12,-4.28,-15.0,64.2,-10.1,4.67,,,3.9,24.4,0.0,0.0,0.0,0.0,8.8
2013-11-11,-8.77,-18.0,65.7,-14.2,8.83,,,2.6,25.8,0.0,0.0,0.0,0.0,8.87
2013-11-10,-10.26,-18.0,67.2,-15.2,13.79,32.0,17.0,2.1,28.4,0.0,0.0,0.0,0.5,8.9
2013-11-09,-6.68,-16.0,74.5,-10.5,10.21,,,2.0,25.6,0.0,0.0,0.0,0.0,8.97
2013-11-08,-2.4,-10.0,73.9,-6.4,14.25,41.0,32.0,2.4,20.1,0.0,0.0,0.0,0.0,9.03
2013-11-07,-1.81,-8.0,68.5,-7.0,10.29,32.0,12.0,3.1,20.0,0.0,0.0,0.0,0.5,9.1
2013-11-06,-1.68,-13.0,67.2,-7.1,11.0,,,3.0,21.1,0.0,0.0,0.0,0.5,9.15
2013-11-05,-9.53,-17.0,74.1,-13.4,8.08,,,3.3,27.4,0.0,0.0,0.0,0.0,9.22
2013-11-04,-8.02,-16.0,76.5,-11.4,9.42,,,2.3,26.4,0.0,0.0,0.0,0.0,9.28
2013-11-03,-3.63,-14.0,82.6,-6.2,19.72,39.0,3.0,1.7,21.6,0.0,0.0,0.0,0.5,9.35
2013-11-02,1.65,,73.2,-2.8,11.96,39.0,36.0,2.4,15.7,0.0,0.0,0.0,1.0,9.42
2013-11-01,5.95,,49.2,-4.2,14.0,39.0,28.0,2.6,11.2,0.0,1.8,0.0,0.0,9.48
2013-10-31,5.89,-2.0,66.8,0.0,18.79,67.0,31.0,2.4,12.5,0.0,0.5,0.0,1.0,9.55
2013-10-30,4.32,-2.0,65.1,-1.9,9.96,,,2.8,13.6,0.0,0.0,0.0,0.0,9.62
2013-10-29,-1.91,-15.0,70.1,-6.8,13.29,,,2.4,18.9,0.0,0.0,0.0,0.0,9.68
2013-10-28,-5.23,-15.0,71.4,-9.7,13.17,33.0,16.0,2.3,22.8,0.0,0.0,0.0,0.0,9.73
2013-10-27,-2.17,-11.0,76.6,-5.8,16.46,44.0,3.0,1.9,19.1,0.0,0.0,0.0,3.0,9.8
2013-10-26,7.97,,51.2,-2.0,12.5,41.0,30.0,2.5,9.3,0.0,3.6,0.0,0.0,9.87
2013-10-25,5.6,,52.2,-4.1,10.5,,,2.6,11.4,0.0,1.6,0.0,0.0,9.93
2013-10-24,7.58,,64.6,1.1,14.42,35.0,15.0,2.2,8.2,0.0,4.8,0.0,0.0,10.0
2013-10-23,5.38,,68.4,-0.1,6.7,,,2.6,11.3,0.0,1.6,0.0,0.0,10.07
2013-10-22,9.29,,70.6,4.2,11.33,30.0,33.0,2.6,8.3,0.0,4.7,0.0,0.0,10.15
2013-10-21,12.18,,59.2,4.3,13.88,33.0,32.0,2.5,5.6,0.0,7.4,2.4,0.0,10.22
2013-10-20,7.67,,68.8,2.1,8.5,,,2.5,10.2,0.0,2.8,0.0,0.0,10.28
2013-10-19,9.82,,54.3,0.7,22.08,70.0,32.0,2.4,7.5,0.0,5.5,0.4,0.5,10.35
2013-10-18,7.1,-3.0,54.1,-2.1,11.46,33.0,29.0,2.6,11.3,0.0,1.6,0.0,0.0,10.4
2013-10-17,5.74,,54.8,-2.7,16.96,50.0,31.0,2.3,11.6,0.0,1.4,0.0,0.0,10.48
2013-10-16,4.69,-4.0,60.8,-2.6,12.21,39.0,32.0,2.3,13.1,0.0,0.0,0.0,0.0,10.55
2013-10-15,7.93,,64.2,1.2,14.17,54.0,32.0,2.5,9.0,0.0,4.0,0.0,0.5,10.62
2013-10-14,4.53,-5.0,57.1,-3.8,7.79,,,2.7,13.3,0.0,0.0,0.0,0.0,10.7
2013-10-13,5.78,,52.0,-3.6,6.42,,,2.5,12.8,0.0,0.2,0.0,0.0,10.77
2013-10-12,4.07,-4.0,59.4,-3.8,4.42,,,2.5,14.8,0.0,0.0,0.0,0.0,10.82
2013-10-11,5.64,,52.5,-3.6,12.88,37.0,31.0,2.3,13.4,0.0,0.0,0.0,0.0,10.88
2013-10-10,8.13,,51.3,-1.6,11.17,,,2.5,10.5,0.0,2.5,0.0,0.0,10.97
2013-10-09,6.22,-4.0,61.8,-1.1,12.71,37.0,19.0,1.7,11.9,0.0,1.1,0.0,0.0,11.03
2013-10-08,6.84,,68.6,1.4,21.25,52.0,29.0,1.7,10.4,0.0,2.5,0.0,0.0,11.12
2013-10-07,10.81,,64.2,4.0,11.62,48.0,33.0,2.1,6.1,0.0,6.9,1.9,0.5,11.18
2013-10-06,10.9,,61.2,3.5,7.79,,,2.2,7.1,0.0,5.9,0.9,0.0,11.23
2013-10-05,9.86,,58.7,1.9,10.08,,,2.3,8.2,0.0,4.8,0.0,0.0,11.32
2013-10-04,6.26,-4.0,63.4,-1.1,11.75,28.0,19.0,1.8,11.7,0.0,1.4,0.0,0.5,11.38
2013-10-03,4.09,,83.8,1.5,8.46,,,1.3,14.2,0.0,0.0,0.0,0.5,11.45
2013-10-02,3.25,,91.1,1.9,14.58,33.0,32.0,1.1,14.8,0.0,0.0,0.0,6.5,11.53
2013-10-01,5.68,,83.7,3.1,16.36,32.0,33.0,1.5,12.8,0.0,0.2,0.0,0.5,11.58
2013-09-30,5.75,,75.2,1.7,10.54,32.0,31.0,2.4,13.4,0.0,0.0,0.0,0.0,11.67
2013-09-29,8.53,,65.6,2.1,9.67,32.0,31.0,2.0,9.7,0.0,3.4,0.0,1.0,11.73
2013-09-28,10.17,,52.6,-0.1,12.0,37.0,17.0,2.2,7.8,0.0,5.2,0.2,0.0,11.82
2013-09-27,7.69,,56.7,-1.2,7.54,32.0,28.0,2.2,10.2,0.0,2.8,0.0,0.0,11.88
2013-09-26,6.42,,65.1,-0.2,12.33,32.0,32.0,1.6,11.2,0.0,1.8,0.0,0.0,11.93
2013-09-25,7.85,,57.8,-0.6,11.25,37.0,32.0,2.3,10.4,0.0,2.5,0.0,0.0,12.02
2013-09-24,9.92,,55.4,0.7,7.79,,,2.2,8.0,0.0,5.0,0.0,0.0,12.08
2013-09-23,12.86,,51.8,2.7,13.83,56.0,24.0,2.4,5.5,0.0,7.5,2.5,0.0,12.17
2013-09-22,13.95,,56.0,4.3,9.79,41.0,25.0,2.3,4.2,0.0,8.8,3.8,0.0,12.22
2013-09-21,15.11,,55.3,5.3,10.38,48.0,29.0,2.7,2.0,0.0,11.0,6.0,0.5,12.3
2013-09-20,14.41,,50.8,3.7,13.04,,,2.3,4.0,0.0,9.0,4.0,0.5,12.37
2013-09-19,10.64,,61.0,2.5,7.46,37.0,19.0,1.9,7.5,0.0,5.5,0.4,0.0,12.45
2013-09-18,7.29,,71.6,2.3,10.79,,,1.4,10.5,0.0,2.5,0.0,0.0,12.5
2013-09-17,14.47,,52.2,4.3,19.21,54.0,28.0,2.2,4.7,0.0,8.3,3.4,0.0,12.58
2013-09-16,19.78,,56.7,10.6,15.71,44.0,30.0,2.6,0.0,3.2,16.2,11.2,0.5,12.65
2013-09-15,19.88,,41.8,6.2,26.96,59.0,17.0,2.3,0.0,2.1,15.1,10.1,0.5,12.73
2013-09-14,17.42,,56.9,8.0,9.75,28.0,15.0,2.4,1.4,0.0,11.6,6.6,0.5,12.78
2013-09-13,19.98,,58.0,10.9,13.04,32.0,31.0,2.6,0.0,1.1,14.1,9.1,0.0,12.85
2013-09-12,20.52,,51.0,9.5,12.83,28.0,20.0,2.8,0.0,3.0,15.9,10.9,0.0,12.93
2013-09-11,16.5,,56.2,6.9,6.46,,,2.9,2.1,0.0,10.9,5.9,0.5,13.0
2013-09-10,15.89,,52.2,5.3,11.88,41.0,32.0,2.8,2.5,0.0,10.4,5.5,0.0,13.07
2013-09-09,18.19,,54.9,8.5,16.92,48.0,32.0,2.2,0.0,0.6,13.6,8.6,0.5,13.13
2013-09-08,17.46,,79.2,13.6,8.75,,,1.9,0.0,0.4,13.3,8.3,1.5,13.22
2013-09-07,15.45,,79.5,11.8,7.79,,,1.9,2.4,0.0,10.7,5.7,2.5,13.27
2013-09-06,18.96,,59.9,10.8,8.5,,,2.4,0.0,0.1,13.1,8.1,0.0,13.33
2013-09-05,20.78,,55.3,10.7,7.67,,,3.0,0.0,2.2,15.2,10.2,0.0,13.42
2013-09-04,21.38,,58.5,12.4,9.25,44.0,14.0,2.9,0.0,3.3,16.3,11.3,0.5,13.48
2013-09-03,19.54,,62.6,11.8,13.96,35.0,2.0,1.9,0.0,1.1,14.1,9.1,0.0,13.55
2013-09-02,19.89,,62.3,11.6,6.17,,,3.0,0.0,2.4,15.4,10.4,0.0,13.62
2013-09-01,18.7,,64.0,11.4,7.38,,,2.3,0.0,1.4,14.3,9.3,0.0,13.68
2013-08-31,17.51,,74.0,12.4,8.75,33.0,32.0,1.8,0.2,0.0,12.8,7.8,0.5,13.77
2013-08-30,16.75,,84.9,14.0,15.54,50.0,32.0,2.1,0.0,0.2,13.2,8.2,5.5,13.82
2013-08-29,19.03,,72.8,13.6,10.38,63.0,3.0,2.5,0.0,0.7,13.7,8.7,37.5,13.9
2013-08-28,18.21,,71.4,12.6,8.83,33.0,2.0,3.2,0.3,0.0,12.7,7.7,0.0,13.97
2013-08-27,16.65,,75.8,11.9,6.5,30.0,31.0,2.5,1.3,0.0,11.7,6.7,0.8,14.03
2013-08-26,15.71,,77.2,11.6,12.96,35.0,8.0,2.2,1.6,0.0,11.4,6.4,1.5,14.1
2013-08-25,18.76,,63.1,11.4,11.21,28.0,29.0,2.6,0.0,0.9,13.9,8.9,0.0,14.17
2013-08-24,20.37,,61.5,12.1,6.58,,,2.9,0.0,2.0,15.0,10.0,0.0,14.23
2013-08-23,19.43,,56.5,10.1,7.42,,,3.6,0.0,0.3,13.3,8.3,0.0,14.32
2013-08-22,18.45,,49.1,6.5,7.21,,,2.9,0.4,0.0,12.6,7.6,0.5,14.37
2013-08-21,15.91,,47.8,4.4,14.38,37.0,31.0,2.0,2.1,0.0,10.8,5.8,0.0,14.43
2013-08-20,14.41,,56.0,4.9,17.21,48.0,29.0,1.8,3.5,0.0,9.5,4.5,0.5,14.5
2013-08-19,16.16,,65.9,9.4,10.54,52.0,27.0,2.3,1.6,0.0,11.4,6.4,0.0,14.58
2013-08-18,18.47,,69.4,12.2,8.62,33.0,31.0,2.3,0.0,0.9,13.9,8.9,0.5,14.63
2013-08-17,19.08,,76.1,14.6,7.12,48.0,16.0,3.0,0.0,1.5,14.5,9.5,16.0,14.7
2013-08-16,19.62,,77.0,15.3,6.42,,,3.1,0.0,2.1,15.1,10.1,0.5,14.77
2013-08-15,21.58,,68.4,15.1,9.0,37.0,31.0,3.0,0.0,3.0,16.1,11.1,0.0,14.83
2013-08-14,22.33,,68.6,16.0,8.79,32.0,19.0,3.2,0.0,4.0,17.1,12.1,0.0,14.88
2013-08-13,20.14,,71.5,14.6,9.58,,,2.7,0.0,2.4,15.3,10.3,0.0,14.95
2013-08-12,19.0,,78.3,14.9,9.71,,,2.8,0.0,1.3,14.3,9.3,7.0,15.03
2013-08-11,20.26,,71.2,14.7,12.79,63.0,15.0,2.2,0.0,2.5,15.5,10.5,33.5,15.08
2013-08-10,20.06,,59.6,11.8,16.42,35.0,15.0,2.1,0.0,1.5,14.5,9.5,0.5,15.15
2013-08-09,16.93,,59.5,8.9,16.38,41.0,16.0,2.2,1.0,0.0,12.0,7.0,0.0,15.22
2013-08-08,15.34,,68.2,8.9,10.12,,,2.4,2.5,0.0,10.5,5.5,0.0,15.28
2013-08-07,14.81,,83.5,12.0,10.12,,,2.5,3.0,0.0,10.0,5.0,3.5,15.33
2013-08-06,17.58,,67.2,10.9,6.21,,,2.7,0.8,0.0,12.2,7.2,0.5,15.4
2013-08-05,17.77,,75.9,13.1,11.21,37.0,34.0,1.9,0.1,0.0,12.9,7.9,1.0,15.45
2013-08-04,17.34,,73.8,12.5,8.0,33.0,30.0,2.3,0.0,0.1,13.1,8.1,0.0,15.5
2013-08-03,19.14,,60.0,10.6,13.54,44.0,14.0,2.4,0.0,0.4,13.3,8.3,0.0,15.57
2013-08-02,18.99,,59.4,10.6,10.38,,,2.5,0.0,1.1,14.1,9.1,0.0,15.63
2013-08-01,19.35,,64.1,11.8,7.04,,,2.6,0.0,0.5,13.5,8.5,0.0,15.68
2013-07-31,16.88,,66.2,10.3,7.79,37.0,34.0,2.2,0.9,0.0,12.1,7.1,0.0,15.75
2013-07-30,14.59,,66.0,7.8,9.96,28.0,28.0,2.1,4.5,0.0,8.6,3.5,0.5,15.8
2013-07-29,13.15,,70.1,7.6,14.54,32.0,31.0,1.6,4.8,0.0,8.2,3.2,0.2,15.85
2013-07-28,13.05,,73.9,8.4,22.5,50.0,28.0,1.3,4.8,0.0,8.2,3.2,0.5,15.92
2013-07-27,14.62,,76.7,10.5,15.67,44.0,32.0,1.8,3.2,0.0,9.8,4.8,2.5,15.95
2013-07-26,18.61,,57.1,9.9,23.42,46.0,16.0,2.1,0.0,1.1,14.1,9.1,0.0,16.02
2013-07-25,17.12,,61.5,9.3,16.5,39.0,15.0,2.1,2.2,0.0,10.8,5.8,0.0,16.08
2013-07-24,17.98,,69.5,12.2,13.08,30.0,4.0,1.9,0.3,0.0,12.7,7.7,0.0,16.12
2013-07-23,18.52,,69.6,12.4,9.83,,,1.9,0.1,0.0,12.8,7.8,0.0,16.18
2013-07-22,18.12,,75.7,13.7,10.79,32.0,27.0,2.0,0.0,0.2,13.2,8.2,6.5,16.22
2013-07-21,17.12,,75.5,12.4,9.88,,,1.8,0.2,0.0,12.8,7.8,1.0,16.27
2013-07-20,17.54,,82.2,14.2,9.75,30.0,30.0,2.2,0.0,0.2,13.2,8.2,4.0,16.32
2013-07-19,18.28,,75.2,13.6,9.92,41.0,1.0,2.4,0.0,0.4,13.3,8.3,4.5,16.35
2013-07-18,21.4,,64.8,14.0,11.67,50.0,30.0,2.6,0.0,3.0,15.9,10.9,0.0,16.4
2013-07-17,19.5,,60.5,11.5,13.46,41.0,15.0,2.5,0.0,0.5,13.5,8.5,0.0,16.45
2013-07-16,16.98,,63.0,9.4,7.46,,,2.2,2.1,0.0,10.9,5.9,0.5,16.5
2013-07-15,13.22,,84.3,10.5,17.88,37.0,32.0,1.5,3.6,0.0,9.3,4.3,25.0,16.53
2013-07-14,13.96,,82.2,10.7,9.33,28.0,19.0,1.9,3.5,0.0,9.6,4.5,6.5,16.57
2013-07-13,12.53,,70.2,6.8,7.88,33.0,22.0,2.0,5.3,0.0,7.7,2.7,17.5,16.6
2013-07-12,14.12,,56.9,5.3,18.08,48.0,27.0,1.6,4.0,0.0,9.0,4.0,0.5,16.65
2013-07-11,14.4,,79.2,10.6,15.25,57.0,29.0,2.1,3.4,0.0,9.6,4.6,2.5,16.68
2013-07-10,19.37,,75.6,14.3,9.96,65.0,33.0,2.6,0.0,2.6,15.7,10.7,12.0,16.72
2013-07-09,20.05,,60.0,11.2,10.46,46.0,3.0,2.5,0.0,1.2,14.2,9.2,0.0,16.75
2013-07-08,16.57,,73.4,11.4,6.46,32.0,21.0,2.4,2.0,0.0,11.0,6.0,0.0,16.77
2013-07-07,14.89,,76.5,10.6,13.92,39.0,33.0,2.0,3.0,0.0,10.0,5.0,2.0,16.8
2013-07-06,15.1,,69.5,9.4,15.5,32.0,31.0,2.1,2.6,0.0,10.3,5.3,0.0,16.83
2013-07-05,16.72,,66.2,10.0,13.38,30.0,33.0,2.2,1.6,0.0,11.4,6.5,0.0,16.85
2013-07-04,18.59,,61.3,10.7,8.96,54.0,3.0,2.7,0.4,0.0,12.6,7.5,0.0,16.88
2013-07-03,19.64,,60.2,11.0,15.87,35.0,30.0,1.9,0.0,1.3,14.3,9.3,0.5,16.92
2013-07-02,25.25,,65.7,18.1,20.33,96.0,31.0,2.7,0.0,7.2,20.1,15.2,1.0,16.93
2013-07-01,23.92,,65.3,16.6,12.46,32.0,15.0,2.4,0.0,4.5,17.6,12.6,0.0,16.95
2013-06-30,21.41,,71.2,15.7,8.88,33.0,7.0,2.5,0.0,3.2,16.2,11.2,0.0,16.97
2013-06-29,22.63,,57.8,13.6,14.04,37.0,12.0,2.7,0.0,4.5,17.6,12.6,0.0,16.98
2013-06-28,20.66,,57.2,11.1,6.58,,,2.7,0.0,1.4,14.3,9.3,0.0,17.0
2013-06-27,18.7,,60.0,10.1,13.38,41.0,29.0,2.3,0.0,0.2,13.2,8.2,9.5,17.0
2013-06-26,17.89,,70.1,11.9,16.38,46.0,28.0,2.0,0.4,0.0,12.6,7.6,0.5,17.02
2013-06-25,16.01,,85.5,13.5,12.17,,,2.4,2.0,0.0,10.9,6.0,43.0,17.03
2013-06-24,18.01,,67.3,11.4,8.71,33.0,18.0,2.6,0.6,0.0,12.4,7.4,0.0,17.05
2013-06-23,15.64,,72.8,10.3,7.5,32.0,5.0,2.5,2.1,0.0,10.8,5.8,0.5,17.03
2013-06-22,14.28,,73.3,9.3,8.21,61.0,34.0,2.5,3.6,0.0,9.3,4.3,1.5,17.03
2013-06-21,15.5,,71.3,9.6,12.08,56.0,4.0,2.4,2.2,0.0,10.8,5.8,2.0,17.03
2013-06-20,14.78,,76.9,10.6,20.54,57.0,8.0,2.2,2.1,0.0,10.9,5.9,0.5,17.05
2013-06-19,16.44,,78.4,12.5,15.33,41.0,6.0,2.2,0.8,0.0,12.2,7.2,0.5,17.05
2013-06-18,16.29,,82.5,13.2,12.46,52.0,11.0,2.6,1.4,0.0,11.6,6.6,14.0,17.03
2013-06-17,16.7,,71.8,11.1,10.29,32.0,17.0,2.2,1.8,0.0,11.2,6.2,0.5,17.03
2013-06-16,14.13,,82.5,11.1,13.92,41.0,32.0,1.8,3.5,0.0,9.4,4.5,1.0,17.02
2013-06-15,13.7,,76.8,9.6,28.25,61.0,31.0,1.6,3.6,0.0,9.3,4.3,0.5,17.02
2013-06-14,13.18,,77.0,9.2,17.04,39.0,3.0,1.8,4.9,0.0,8.1,3.1,0.5,17.0
2013-06-13,12.98,,74.0,8.0,6.25,48.0,21.0,3.0,5.6,0.0,7.4,2.4,1.5,16.98
2013-06-12,11.62,,88.9,9.8,12.04,37.0,35.0,2.3,6.6,0.0,6.4,1.4,28.0,16.97
2013-06-11,10.67,,73.1,5.9,9.21,,,1.6,7.7,0.0,5.3,0.4,0.0,16.95
2013-06-10,7.7,,78.2,4.1,25.54,54.0,29.0,1.7,10.1,0.0,2.9,0.0,2.0,16.92
2013-06-09,10.28,,78.2,6.6,19.96,65.0,31.0,1.7,6.2,0.0,6.8,1.8,1.0,16.92
2013-06-08,14.29,,65.7,7.4,17.17,54.0,31.0,2.1,2.9,0.0,10.1,5.1,0.0,16.9
2013-06-07,16.03,,59.1,8.0,9.88,32.0,35.0,3.0,2.1,0.0,10.9,5.9,0.0,16.87
2013-06-06,15.99,,46.2,3.7,14.92,33.0,29.0,2.4,2.3,0.0,10.7,5.7,0.5,16.83
2013-06-05,15.45,,59.8,7.0,17.17,63.0,30.0,2.7,0.2,0.0,12.8,7.8,2.0,16.82
2013-06-04,16.63,,43.2,3.1,17.04,48.0,19.0,3.3,2.4,0.0,10.7,5.7,0.5,16.78
2013-06-03,15.6,,60.7,6.8,12.5,32.0,11.0,3.0,2.1,0.0,10.9,5.9,1.0,16.75
2013-06-02,12.44,,84.6,9.8,11.29,,,2.5,5.3,0.0,7.7,2.7,13.0,16.73
2013-06-01,15.24,,58.3,6.5,10.67,35.0,30.0,2.5,3.0,0.0,9.9,5.0,0.0,16.68
2013-05-31,16.72,,69.0,10.5,7.54,,,3.1,1.6,0.0,11.3,6.3,0.0,16.65
2013-05-30,14.36,,82.0,11.2,6.67,,,3.0,4.4,0.0,8.6,3.6,5.0,16.62
2013-05-29,14.25,,76.2,9.8,6.21,59.0,16.0,3.3,2.4,0.0,10.6,5.6,12.0,16.58
2013-05-28,14.25,,65.6,7.6,4.83,32.0,24.0,3.2,3.9,0.0,9.1,4.1,0.5,16.53
2013-05-27,14.77,,58.2,5.8,10.62,28.0,10.0,2.9,2.7,0.0,10.3,5.3,0.0,16.5
2013-05-26,11.62,,68.6,5.4,11.33,41.0,32.0,2.3,6.2,0.0,6.8,1.8,0.0,16.45
2013-05-25,9.43,,82.5,6.6,20.25,48.0,9.0,2.2,8.3,0.0,4.7,0.0,1.0,16.4
2013-05-24,11.32,,69.5,5.4,23.62,61.0,6.0,3.0,7.0,0.0,6.0,1.1,10.5,16.37
2013-05-23,16.3,,46.2,4.4,24.42,57.0,9.0,3.2,0.8,0.0,12.2,7.2,0.0,16.32
2013-05-22,17.39,,31.7,0.0,25.12,56.0,12.0,3.5,1.3,0.0,11.7,6.7,0.0,16.27
2013-05-21,18.52,,35.8,1.0,26.04,63.0,14.0,4.0,0.0,0.1,13.1,8.1,0.5,16.22
2013-05-20,15.91,,57.0,7.2,12.5,33.0,15.0,3.8,2.7,0.0,10.3,5.3,0.0,16.18
2013-05-19,16.65,,50.0,5.6,14.08,32.0,16.0,2.8,2.7,0.0,10.3,5.3,0.0,16.12
2013-05-18,16.9,,41.8,3.0,8.88,41.0,2.0,3.5,2.5,0.0,10.5,5.5,1.0,16.07
2013-05-17,15.01,,43.8,1.9,9.96,44.0,10.0,3.1,3.6,0.0,9.3,4.3,0.5,16.02
2013-05-16,15.32,,42.5,2.0,8.17,,,3.0,3.8,0.0,9.2,4.2,1.0,15.97
2013-05-15,14.45,,36.8,-0.6,11.33,30.0,31.0,2.8,3.7,0.0,9.3,4.3,0.5,15.92
