date,avg_hourly_temperature,min_windchill,avg_relative_humidity,avg_dew_point,avg_wind_speed,max_wind_gust,wind_gust_dir_10s,avg_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,sunlight
2014-08-17,19.83,,75.9,15.7,11.83,37.0,31.0,3.4,0.0,2.2,15.2,10.2,0.0,14.72
2014-08-16,22.08,,69.1,16.4,6.83,,,3.8,0.0,4.5,17.5,12.5,0.0,14.78
2014-08-15,21.82,,71.7,16.6,8.29,,,3.6,0.0,3.6,16.6,11.6,0.0,14.85
2014-08-14,22.25,,67.2,15.0,6.04,,,3.5,0.0,5.2,18.1,13.2,0.0,14.92
2014-08-13,22.05,,69.1,16.4,10.33,39.0,17.0,2.9,0.0,4.5,17.4,12.4,0.0,14.97
2014-08-12,23.38,,57.2,14.5,14.67,41.0,14.0,3.0,0.0,4.3,17.3,12.3,0.0,15.03
2014-08-11,21.7,,55.9,12.1,6.58,,,2.7,0.0,3.3,16.3,11.3,0.0,15.1
2014-08-10,19.42,,55.6,10.1,8.33,,,2.6,0.0,1.6,14.6,9.6,0.0,15.17
2014-08-09,15.6,,63.9,8.4,13.92,32.0,27.0,1.9,2.2,0.0,10.8,5.8,1.0,15.22
2014-08-08,14.54,,83.2,11.9,8.38,41.0,31.0,2.6,2.7,0.0,10.3,5.3,8.0,15.28
2014-08-07,17.7,,64.8,10.9,7.92,,,2.5,0.0,0.1,13.1,8.1,1.0,15.35
2014-08-06,20.31,,67.1,13.6,9.96,74.0,27.0,3.3,0.0,3.0,16.0,11.0,6.5,15.4
2014-08-05,20.86,,65.9,14.2,10.71,37.0,14.0,3.3,0.0,2.4,15.4,10.4,0.0,15.47
2014-08-04,19.27,,67.7,13.1,7.61,,,3.0,0.0,1.8,14.8,9.8,0.0,15.53
2014-08-03,21.79,,69.1,15.9,7.39,,,3.2,0.0,3.7,16.7,11.7,0.0,15.58
2014-08-02,21.38,,71.4,16.1,14.46,33.0,15.0,3.1,0.0,3.8,16.8,11.8,0.0,15.65
2014-08-01,18.43,,73.5,13.7,12.12,,,3.1,0.0,0.3,13.3,8.3,0.0,15.7
2014-07-31,22.37,,59.2,14.1,13.58,35.0,35.0,3.3,0.0,4.5,17.5,12.5,0.0,15.75
2014-07-30,24.77,,65.1,17.3,8.83,,,3.6,0.0,6.2,19.2,14.2,0.0,15.82
2014-07-29,23.61,,63.4,16.1,8.21,,,5.0,0.0,5.4,18.4,13.4,0.0,15.88
2014-07-28,22.29,,66.1,15.3,10.75,30.0,15.0,3.3,0.0,3.2,16.2,11.2,0.0,15.92
2014-07-27,18.61,,73.7,13.3,7.21,,,2.3,0.5,0.0,12.5,7.5,0.0,15.98
2014-07-26,15.0,,84.4,12.3,14.75,35.0,31.0,1.8,1.9,0.0,11.1,6.1,4.5,16.02
2014-07-25,13.62,,92.0,12.3,29.12,67.0,29.0,1.8,4.2,0.0,8.8,3.8,69.0,16.08
2014-07-24,20.19,,70.8,14.1,16.5,41.0,28.0,2.9,0.0,3.1,16.1,11.1,0.0,16.12
2014-07-23,20.73,,75.7,16.0,13.61,33.0,13.0,2.9,0.0,3.3,16.3,11.3,0.5,16.18
2014-07-22,19.58,,70.1,13.5,16.62,41.0,14.0,2.8,0.0,0.6,13.6,8.6,0.5,16.22
2014-07-21,16.57,,67.5,10.5,4.79,,,2.7,1.6,0.0,11.4,6.5,0.5,16.28
2014-07-20,14.39,,80.8,11.2,11.88,,,1.8,2.4,0.0,10.7,5.7,1.0,16.32
2014-07-19,16.66,,77.5,12.5,12.25,33.0,33.0,1.9,0.1,0.0,12.8,7.8,4.0,16.37
2014-07-18,16.85,,73.4,12.1,11.75,,,3.0,1.4,0.0,11.6,6.5,0.5,16.42
2014-07-17,15.22,,80.3,11.9,11.79,33.0,11.0,2.9,2.4,0.0,10.6,5.6,8.0,16.47
2014-07-16,21.53,,73.5,16.2,12.54,33.0,33.0,3.7,0.0,4.0,17.0,12.0,0.0,16.5
2014-07-15,22.62,,61.3,14.4,11.67,32.0,18.0,2.6,0.0,4.8,17.8,12.8,0.0,16.53
2014-07-14,21.51,,56.3,12.3,17.17,32.0,17.0,2.5,0.0,3.7,16.7,11.7,0.0,16.58
2014-07-13,21.91,,65.2,14.9,13.5,,,2.6,0.0,4.3,17.3,12.3,0.0,16.62
2014-07-12,20.73,,67.1,14.0,8.58,,,3.3,0.0,2.7,15.7,10.7,0.5,16.65
2014-07-11,17.35,,68.0,10.5,11.62,,,3.6,0.6,0.0,12.3,7.3,0.0,16.68
2014-07-10,15.13,,66.4,8.7,23.92,65.0,29.0,2.0,2.4,0.0,10.6,5.6,1.0,16.72
2014-07-09,21.46,,70.3,15.7,14.54,37.0,34.0,2.8,0.0,3.9,16.9,11.9,0.0,16.75
2014-07-08,21.95,,63.2,14.0,11.25,32.0,17.0,2.8,0.0,3.5,16.4,11.4,0.0,16.78
2014-07-07,19.2,,68.8,13.1,12.71,28.0,29.0,2.5,0.0,1.2,14.2,9.2,0.0,16.82
2014-07-06,18.54,,70.2,12.6,17.38,46.0,28.0,1.9,0.0,0.9,13.9,8.9,1.0,16.85
2014-07-05,17.92,,70.4,12.3,12.92,57.0,32.0,2.5,0.0,0.2,13.2,8.2,21.5,16.87
2014-07-04,19.45,,63.9,11.7,12.0,32.0,32.0,2.8,0.0,1.6,14.6,9.6,0.0,16.88
2014-07-03,22.58,,69.5,16.5,16.22,46.0,32.0,3.3,0.0,5.5,18.5,13.5,0.5,16.92
2014-07-02,21.81,,67.1,15.1,16.04,46.0,14.0,3.0,0.0,3.1,16.1,11.2,0.5,16.93
2014-07-01,19.26,,69.0,13.1,6.88,,,2.2,0.0,1.1,14.1,9.1,0.5,16.95
2014-06-30,16.84,,78.2,12.9,22.65,46.0,32.0,1.9,0.0,0.4,13.3,8.3,2.5,16.97
2014-06-29,15.38,,78.8,11.7,24.79,48.0,28.0,1.7,2.1,0.0,10.8,5.8,4.5,16.98
2014-06-28,16.57,,80.7,13.0,14.0,39.0,27.0,2.4,1.2,0.0,11.8,6.8,0.5,17.0
2014-06-27,18.06,,68.5,11.8,7.75,54.0,28.0,2.5,0.0,0.9,13.9,8.9,14.0,17.0
2014-06-26,17.82,,66.0,10.5,9.54,32.0,31.0,2.2,1.4,0.0,11.6,6.6,0.5,17.03
2014-06-25,15.78,,72.7,10.8,16.17,41.0,15.0,1.8,1.2,0.0,11.8,6.8,0.0,17.03
2014-06-24,20.52,,66.4,13.4,21.92,52.0,16.0,2.4,0.0,2.5,15.5,10.5,0.0,17.05
2014-06-23,18.4,,66.4,11.6,8.46,33.0,8.0,2.6,0.1,0.0,12.9,8.0,0.0,17.03
2014-06-22,17.27,,53.0,6.6,13.08,37.0,34.0,2.3,2.2,0.0,10.8,5.8,0.5,17.03
2014-06-21,16.7,,55.8,7.2,21.5,54.0,33.0,2.0,1.4,0.0,11.6,6.6,0.5,17.05
2014-06-20,17.83,,71.0,12.3,8.92,41.0,33.0,2.2,0.1,0.0,12.9,8.0,0.5,17.05
2014-06-19,15.02,,81.4,11.8,12.33,,,1.6,2.2,0.0,10.8,5.8,6.5,17.05
2014-06-18,15.36,,74.0,10.4,8.71,33.0,10.0,2.7,2.9,0.0,10.1,5.1,0.5,17.03
2014-06-17,13.71,,67.5,7.5,6.09,,,2.0,4.2,0.0,8.8,3.8,0.0,17.03
2014-06-16,13.35,,67.2,7.0,8.67,35.0,5.0,2.7,5.0,0.0,8.0,3.0,0.0,17.02
2014-06-15,15.75,,61.4,7.7,14.62,32.0,12.0,2.7,2.4,0.0,10.7,5.7,0.0,17.02
2014-06-14,15.83,,59.4,7.1,13.67,33.0,20.0,2.7,2.8,0.0,10.2,5.2,0.0,17.0
2014-06-13,16.55,,54.6,6.9,16.42,46.0,11.0,2.8,0.8,0.0,12.2,7.2,0.0,16.97
2014-06-12,15.95,,59.9,7.7,14.08,39.0,15.0,2.6,2.9,0.0,10.1,5.1,0.5,16.97
2014-06-11,12.18,,67.2,5.7,5.71,,,2.5,6.3,0.0,6.7,1.7,1.0,16.95
2014-06-10,10.08,,70.7,5.2,17.71,41.0,27.0,1.8,8.2,0.0,4.8,0.0,6.0,16.92
2014-06-09,12.08,,70.0,6.6,23.83,54.0,28.0,2.1,4.7,0.0,8.3,3.3,2.0,16.9
2014-06-08,14.99,,56.2,5.5,6.38,,,2.5,3.8,0.0,9.2,4.2,0.0,16.88
2014-06-07,11.75,,65.0,5.0,14.62,56.0,32.0,2.2,6.2,0.0,6.8,1.8,0.5,16.87
2014-06-06,10.4,,61.8,2.7,13.71,35.0,32.0,2.4,7.5,0.0,5.5,0.5,0.5,16.83
2014-06-05,6.9,,65.7,0.7,23.58,54.0,31.0,1.5,10.9,0.0,2.1,0.0,2.0,16.82
2014-06-04,11.37,,73.9,7.7,15.42,69.0,32.0,2.5,5.5,0.0,7.5,2.5,15.5,16.78
2014-06-03,16.14,,68.8,9.8,8.25,50.0,32.0,3.3,1.4,0.0,11.6,6.6,1.0,16.73
2014-06-02,16.06,,64.8,9.6,7.22,41.0,27.0,3.0,1.7,0.0,11.3,6.3,0.5,16.7
2014-06-01,14.35,,73.1,8.8,9.33,46.0,1.0,2.9,2.6,0.0,10.4,5.4,1.0,16.67
2014-05-31,14.96,,64.0,7.7,7.96,44.0,17.0,2.8,2.6,0.0,10.4,5.4,1.0,16.65
2014-05-30,14.19,,65.6,7.4,14.5,41.0,26.0,2.4,3.6,0.0,9.3,4.3,2.0,16.62
2014-05-29,8.48,,73.8,4.0,14.96,39.0,32.0,1.7,8.6,0.0,4.4,0.0,11.5,16.57
2014-05-28,9.32,,76.4,5.0,9.0,,,2.1,8.8,0.0,4.2,0.0,9.5,16.52
2014-05-27,11.04,,67.9,5.2,15.5,32.0,32.0,2.1,5.8,0.0,7.2,2.2,1.5,16.48
2014-05-26,11.53,,72.1,6.7,11.38,37.0,28.0,2.5,5.6,0.0,7.4,2.4,8.0,16.43
2014-05-25,12.69,,67.8,6.6,10.7,35.0,8.0,2.8,4.2,0.0,8.8,3.8,16.0,16.4
2014-05-24,15.62,,51.1,4.8,16.92,41.0,31.0,2.4,1.9,0.0,11.1,6.1,0.0,16.35
2014-05-23,19.8,,46.0,7.1,10.67,59.0,28.0,2.9,0.0,1.4,14.4,9.4,0.0,16.3
2014-05-22,18.55,,42.9,5.2,5.08,,,3.3,0.6,0.0,12.3,7.3,0.0,16.25
2014-05-21,16.57,,56.9,6.9,7.17,,,3.0,2.1,0.0,10.8,5.8,0.5,16.22
2014-05-20,13.6,,73.3,8.3,15.96,37.0,15.0,2.5,4.3,0.0,8.7,3.7,1.0,16.15
2014-05-19,10.88,,74.4,6.7,12.17,32.0,7.0,3.1,7.2,0.0,5.8,0.8,0.0,16.12
2014-05-18,12.09,,67.3,5.8,11.75,50.0,3.0,2.8,5.7,0.0,7.3,2.4,1.0,16.05
2014-05-17,12.43,,61.4,4.2,9.42,30.0,16.0,3.1,6.3,0.0,6.7,1.7,0.0,16.0
2014-05-16,9.05,,61.6,1.6,11.42,41.0,32.0,2.4,8.2,0.0,4.8,0.0,0.5,15.95
2014-05-15,10.66,,59.3,2.8,28.0,57.0,29.0,2.1,7.1,0.0,5.9,0.9,0.5,15.9
2014-05-14,14.96,,44.0,2.5,10.75,35.0,29.0,3.2,3.0,0.0,9.9,5.0,0.5,15.83
2014-05-13,11.89,,47.6,0.3,7.71,32.0,1.0,3.1,7.4,0.0,5.6,0.6,0.0,15.78
2014-05-12,10.72,,41.2,-2.9,6.87,35.0,31.0,3.3,8.9,0.0,4.0,0.0,0.0,15.72
2014-05-11,8.15,-3.0,38.2,-6.1,9.67,32.0,31.0,2.6,11.2,0.0,1.8,0.0,0.0,15.67
2014-05-10,4.4,,49.3,-6.4,14.38,44.0,31.0,2.5,14.3,0.0,0.0,0.0,0.0,15.62
2014-05-09,7.03,,55.2,-2.4,16.25,39.0,31.0,2.8,10.4,0.0,2.5,0.0,0.0,15.55
2014-05-08,8.5,,45.2,-3.7,11.71,32.0,32.0,3.2,9.8,0.0,3.2,0.0,0.0,15.48
2014-05-07,3.59,-6.0,45.3,-8.4,6.17,35.0,22.0,3.1,15.1,0.0,0.0,0.0,0.5,15.42
2014-05-06,1.4,-7.0,54.1,-7.1,21.33,50.0,26.0,2.4,15.5,0.0,0.0,0.0,0.0,15.37
2014-05-05,3.21,-5.0,60.1,-4.5,10.42,54.0,33.0,3.0,13.4,0.0,0.0,0.0,0.5,15.32
2014-05-04,-0.17,-7.0,65.5,-5.8,8.5,,,2.3,18.0,0.0,0.0,0.0,1.0,15.25
2014-05-03,0.22,-6.0,55.2,-8.1,12.12,32.0,5.0,2.3,17.1,0.0,0.0,0.0,0.0,15.18
2014-05-02,6.05,,49.4,-4.0,24.0,50.0,34.0,2.7,12.4,0.0,0.6,0.0,0.5,15.12
2014-05-01,13.78,,47.2,2.3,18.25,57.0,32.0,2.6,4.6,0.0,8.4,3.4,0.0,15.07
2014-04-30,13.85,,36.8,-1.4,9.0,30.0,20.0,3.4,5.7,0.0,7.3,2.4,0.5,15.0
2014-04-29,10.21,,39.0,-4.4,11.79,32.0,28.0,3.0,8.5,0.0,4.5,0.0,0.5,14.93
2014-04-28,7.86,,59.8,-0.8,11.5,37.0,31.0,3.0,10.4,0.0,2.5,0.0,1.0,14.85
2014-04-27,4.75,,69.6,-0.4,7.46,,,2.2,12.1,0.0,0.9,0.0,2.0,14.78
2014-04-26,3.18,,65.2,-3.0,14.17,,,2.1,14.6,0.0,0.0,0.0,0.0,14.73
2014-04-25,3.93,,64.0,-2.5,10.21,,,2.6,13.5,0.0,0.0,0.0,0.5,14.67
2014-04-24,3.55,,64.7,-2.6,16.75,44.0,31.0,2.2,13.8,0.0,0.0,0.0,0.0,14.6
2014-04-23,5.15,,67.0,-0.6,19.83,39.0,29.0,2.4,11.4,0.0,1.6,0.0,23.0,14.53
2014-04-22,12.28,,44.5,0.0,17.33,54.0,8.0,3.6,5.5,0.0,7.5,2.5,0.0,14.47
2014-04-21,9.23,,55.5,-0.5,6.46,,,3.2,9.9,0.0,3.1,0.0,0.5,14.4
2014-04-20,8.4,,57.4,0.0,11.79,46.0,32.0,3.1,9.2,0.0,3.8,0.0,2.5,14.33
2014-04-19,4.99,-3.0,64.6,-1.2,8.62,,,2.9,13.6,0.0,0.0,0.0,1.0,14.27
2014-04-18,-0.42,-6.0,64.6,-6.3,11.96,,,3.0,18.2,0.0,0.0,0.0,2.5,14.2
2014-04-17,-1.57,-9.0,63.0,-7.7,18.25,48.0,16.0,2.6,19.9,0.0,0.0,0.0,0.5,14.12
2014-04-16,-1.59,-9.0,55.8,-9.3,16.42,41.0,13.0,2.8,20.0,0.0,0.0,0.0,0.5,14.05
2014-04-15,1.6,-8.0,63.2,-4.8,14.08,,,3.1,16.0,0.0,0.0,0.0,0.5,14.0
2014-04-14,4.65,-8.0,49.1,-5.7,13.75,30.0,16.0,3.5,12.8,0.0,0.2,0.0,0.0,13.92
2014-04-13,-1.09,-10.0,49.2,-10.7,11.79,,,2.8,18.5,0.0,0.0,0.0,0.0,13.85
2014-04-12,-2.36,-13.0,52.4,-11.0,14.54,41.0,34.0,2.5,19.6,0.0,0.0,0.0,0.0,13.78
2014-04-11,4.23,-12.0,49.3,-5.5,20.12,63.0,32.0,3.0,13.8,0.0,0.0,0.0,0.0,13.7
2014-04-10,5.38,,40.4,-7.2,12.29,33.0,28.0,3.0,12.3,0.0,0.6,0.0,0.5,13.63
2014-04-09,6.08,,45.4,-5.1,26.33,67.0,28.0,2.9,11.3,0.0,1.6,0.0,0.5,13.58
2014-04-08,9.53,,57.5,0.7,13.21,57.0,29.0,3.4,7.5,0.0,5.5,0.4,0.0,13.5
2014-04-07,6.59,,53.9,-2.6,11.25,28.0,20.0,3.2,11.4,0.0,1.6,0.0,0.5,13.43
2014-04-06,5.03,-1.0,54.0,-3.9,15.58,54.0,29.0,3.2,12.9,0.0,0.0,0.0,0.0,13.35
2014-04-05,3.65,-4.0,58.2,-4.1,9.21,32.0,20.0,3.9,14.0,0.0,0.0,0.0,0.0,13.28
2014-04-04,2.51,-8.0,60.9,-4.5,15.67,44.0,14.0,3.1,14.7,0.0,0.0,0.0,0.0,13.22
2014-04-03,-4.56,-13.0,80.3,-7.7,13.67,39.0,14.0,4.3,23.4,0.0,0.0,0.0,0.0,13.15
2014-04-02,-4.05,-13.0,57.2,-11.6,10.38,,,3.8,22.6,0.0,0.0,0.0,0.0,13.08
2014-04-01,-6.32,-18.0,77.2,-10.0,6.46,,,3.8,24.1,0.0,0.0,0.0,0.5,13.0
2014-03-31,-10.24,-20.0,59.5,-16.8,17.21,28.0,16.0,2.8,28.1,0.0,0.0,0.0,0.0,12.93
2014-03-30,-10.83,-23.0,50.2,-19.2,16.42,44.0,3.0,2.6,27.2,0.0,0.0,0.0,0.0,12.87
2014-03-29,-4.1,-9.0,53.8,-12.3,8.25,,,3.6,22.1,0.0,0.0,0.0,0.0,12.78
2014-03-28,-9.44,-20.0,77.4,-13.0,11.67,33.0,17.0,4.1,29.4,0.0,0.0,0.0,0.0,12.73
2014-03-27,-9.14,-17.0,62.3,-15.2,6.54,,,3.4,27.7,0.0,0.0,0.0,0.5,12.65
2014-03-26,-8.04,-18.0,60.8,-14.3,14.12,,,3.1,25.6,0.0,0.0,0.0,3.0,12.58
2014-03-25,-5.8,-15.0,56.2,-13.3,11.29,,,3.3,23.0,0.0,0.0,0.0,1.0,12.5
2014-03-24,-8.97,-18.0,69.1,-13.7,10.04,,,2.9,27.5,0.0,0.0,0.0,0.0,12.43
2014-03-23,-8.09,-17.0,61.9,-14.3,12.17,37.0,32.0,3.1,25.9,0.0,0.0,0.0,0.0,12.37
2014-03-22,-11.24,-20.0,67.8,-16.3,8.83,,,3.3,29.7,0.0,0.0,0.0,0.0,12.3
2014-03-21,-12.28,-20.0,65.8,-17.5,8.67,,,2.6,30.1,0.0,0.0,0.0,0.0,12.23
2014-03-20,-5.15,-18.0,59.6,-11.9,22.33,46.0,34.0,2.7,22.4,0.0,0.0,0.0,0.0,12.15
2014-03-19,2.56,-5.0,49.2,-7.5,8.5,,,3.5,14.4,0.0,0.0,0.0,0.0,12.08
2014-03-18,1.93,-5.0,54.3,-6.7,16.83,48.0,31.0,2.8,15.7,0.0,0.0,0.0,0.0,12.0
2014-03-17,2.54,,57.5,-5.3,18.92,39.0,32.0,2.9,15.2,0.0,0.0,0.0,0.0,11.93
2014-03-16,5.28,,63.9,-1.2,14.04,33.0,23.0,2.9,12.0,0.0,1.0,0.0,0.0,11.87
2014-03-15,2.92,-5.0,66.2,-3.2,13.08,33.0,17.0,3.1,15.1,0.0,0.0,0.0,0.0,11.8
2014-03-14,0.26,-5.0,62.7,-6.7,9.46,32.0,14.0,3.6,18.1,0.0,0.0,0.0,0.5,11.73
2014-03-13,2.63,-3.0,54.8,-5.7,23.29,57.0,31.0,2.9,16.1,0.0,0.0,0.0,0.0,11.65
2014-03-12,6.29,,54.3,-2.7,13.33,35.0,30.0,3.5,10.8,0.0,2.1,0.0,0.0,11.58
2014-03-11,3.42,-4.0,55.1,-4.9,14.92,33.0,27.0,3.2,14.7,0.0,0.0,0.0,0.0,11.5
2014-03-10,2.43,-5.0,64.7,-3.6,14.21,39.0,28.0,3.0,15.9,0.0,0.0,0.0,0.0,11.43
2014-03-09,5.06,,57.7,-2.8,14.26,37.0,31.0,3.1,13.1,0.0,0.0,0.0,0.5,11.37
2014-03-08,0.48,-13.0,68.1,-4.9,6.38,,,4.4,18.8,0.0,0.0,0.0,0.0,11.37
2014-03-07,-11.72,-23.0,60.8,-18.0,14.33,,,3.8,30.7,0.0,0.0,0.0,0.5,11.23
2014-03-06,-16.15,-26.0,58.5,-22.7,8.17,,,3.4,34.9,0.0,0.0,0.0,0.5,11.17
2014-03-05,-18.5,-28.0,67.2,-23.6,4.88,,,4.6,37.5,0.0,0.0,0.0,0.0,11.08
2014-03-04,-17.74,-27.0,62.6,-23.5,6.62,,,3.2,35.9,0.0,0.0,0.0,1.0,11.02
2014-03-03,-19.29,-31.0,45.0,-28.3,13.58,,,2.7,37.4,0.0,0.0,0.0,0.0,10.95
2014-03-02,-24.52,-39.0,51.8,-32.1,14.29,30.0,14.0,2.4,43.0,0.0,0.0,0.0,0.0,10.87
2014-03-01,-25.99,-38.0,62.1,-31.2,9.79,,,3.0,44.4,0.0,0.0,0.0,0.0,10.8
2014-02-28,-24.55,-37.0,67.1,-29.0,14.04,35.0,36.0,2.7,41.1,0.0,0.0,0.0,0.0,10.73
2014-02-27,-14.28,-31.0,64.8,-19.8,20.83,59.0,33.0,3.4,31.1,0.0,0.0,0.0,0.0,10.67
2014-02-26,-12.62,-22.0,70.0,-17.2,6.42,,,4.6,30.4,0.0,0.0,0.0,0.0,10.6
2014-02-25,-16.25,-30.0,73.4,-20.2,6.67,,,4.3,34.5,0.0,0.0,0.0,0.5,10.53
2014-02-24,-19.95,-35.0,74.5,-23.5,8.08,,,3.3,37.5,0.0,0.0,0.0,0.0,10.47
2014-02-23,-22.7,-34.0,76.0,-25.9,7.25,,,2.1,40.4,0.0,0.0,0.0,0.0,10.38
2014-02-22,-18.05,-30.0,65.6,-23.1,10.79,33.0,35.0,2.4,35.8,0.0,0.0,0.0,0.0,10.32
2014-02-21,-13.14,-26.0,65.5,-18.3,19.62,46.0,32.0,2.6,31.2,0.0,0.0,0.0,0.0,10.25
2014-02-20,-10.38,-18.0,86.8,-12.3,5.26,,,4.5,28.1,0.0,0.0,0.0,1.0,10.18
2014-02-19,-5.04,-11.0,63.4,-11.2,6.71,32.0,13.0,3.8,25.4,0.0,0.0,0.0,0.0,10.12
2014-02-18,-1.48,-10.0,49.1,-11.0,13.25,,,3.2,19.1,0.0,0.0,0.0,0.0,10.03
2014-02-17,-2.97,-14.0,56.6,-10.7,11.0,,,3.5,21.6,0.0,0.0,0.0,0.0,9.97
2014-02-16,-8.27,-16.0,79.4,-11.3,10.29,,,3.3,25.8,0.0,0.0,0.0,0.0,9.9
2014-02-15,-6.95,-16.0,76.7,-10.5,8.61,,,3.8,24.1,0.0,0.0,0.0,0.5,9.83
2014-02-14,-10.14,-19.0,77.9,-13.5,6.33,,,4.6,28.2,0.0,0.0,0.0,0.0,9.77
2014-02-13,-13.05,-22.0,68.5,-17.8,6.38,,,3.8,31.1,0.0,0.0,0.0,0.0,9.7
2014-02-12,-16.75,-29.0,59.0,-23.2,13.33,37.0,13.0,3.0,34.9,0.0,0.0,0.0,1.0,9.63
2014-02-11,-19.11,-29.0,56.7,-25.7,10.38,,,2.9,37.5,0.0,0.0,0.0,0.5,9.57
2014-02-10,-22.99,-33.0,70.8,-27.0,7.42,,,4.0,40.6,0.0,0.0,0.0,0.0,9.5
2014-02-09,-22.2,-33.0,77.3,-25.2,10.92,,,3.0,39.5,0.0,0.0,0.0,0.0,9.43
2014-02-08,-21.45,-32.0,71.0,-25.4,10.04,,,2.8,37.2,0.0,0.0,0.0,0.0,9.37
2014-02-07,-15.75,-27.0,70.7,-19.9,8.42,,,3.9,34.7,0.0,0.0,0.0,0.0,9.3
2014-02-06,-17.8,-32.0,69.2,-22.4,10.58,,,3.7,35.0,0.0,0.0,0.0,0.5,9.23
2014-02-05,-22.14,-32.0,76.7,-25.2,7.12,,,3.5,40.0,0.0,0.0,0.0,0.0,9.18
2014-02-04,-19.92,-29.0,67.4,-24.5,11.12,,,2.8,38.5,0.0,0.0,0.0,0.0,9.12
2014-02-03,-16.46,-29.0,60.3,-22.4,20.04,44.0,1.0,2.5,33.1,0.0,0.0,0.0,0.5,9.07
2014-02-02,-11.7,-22.0,73.1,-15.7,13.58,35.0,32.0,2.5,29.9,0.0,0.0,0.0,0.0,9.0
2014-02-01,-10.2,-19.0,68.0,-15.1,12.38,32.0,31.0,2.9,28.6,0.0,0.0,0.0,0.0,8.95
2014-01-31,-10.6,-22.0,60.4,-16.8,21.5,41.0,34.0,2.8,30.4,0.0,0.0,0.0,0.0,8.88
2014-01-30,-17.13,-29.0,74.5,-20.6,14.58,48.0,33.0,2.7,35.0,0.0,0.0,0.0,0.0,8.82
2014-01-29,-11.68,-27.0,64.7,-17.0,16.17,41.0,35.0,2.5,27.6,0.0,0.0,0.0,0.0,8.77
2014-01-28,-6.93,-23.0,70.5,-11.6,11.75,,,3.4,24.4,0.0,0.0,0.0,0.5,8.7
2014-01-27,-15.6,-24.0,77.3,-18.8,6.83,,,3.6,33.3,0.0,0.0,0.0,0.0,8.65
2014-01-26,-12.48,-22.0,69.1,-17.3,14.54,70.0,35.0,2.7,25.1,0.0,0.0,0.0,0.0,8.58
2014-01-25,4.93,,66.4,-1.0,25.92,57.0,31.0,2.4,13.3,0.0,0.0,0.0,0.0,8.53
2014-01-24,5.3,,78.1,1.8,20.38,37.0,30.0,2.6,13.0,0.0,0.0,0.0,0.0,8.47
2014-01-23,1.13,-12.0,83.8,-1.5,16.0,39.0,28.0,3.0,18.9,0.0,0.0,0.0,0.0,8.43
2014-01-22,-10.3,-20.0,85.0,-12.5,12.5,,,2.9,28.8,0.0,0.0,0.0,0.0,8.37
2014-01-21,-2.7,-13.0,80.1,-5.5,13.17,28.0,31.0,3.2,23.1,0.0,0.0,0.0,0.0,8.32
2014-01-20,-5.77,-17.0,73.2,-10.1,10.67,,,3.0,23.4,0.0,0.0,0.0,0.0,8.27
2014-01-19,2.33,-13.0,53.0,-6.4,26.46,56.0,28.0,2.6,16.6,0.0,0.0,0.0,0.5,8.22
2014-01-18,2.31,-6.0,71.8,-2.5,13.46,41.0,30.0,3.3,16.4,0.0,0.0,0.0,0.0,8.18
2014-01-17,2.68,-5.0,74.7,-1.5,16.21,39.0,27.0,3.1,16.5,0.0,0.0,0.0,0.0,8.13
2014-01-16,0.11,-6.0,73.6,-4.0,11.67,33.0,28.0,3.4,17.6,0.0,0.0,0.0,0.5,8.08
2014-01-15,4.72,,46.4,-6.2,38.54,120.0,31.0,2.7,12.8,0.0,0.2,0.0,5.0,8.05
2014-01-14,0.87,-7.0,71.3,-3.7,12.25,37.0,30.0,3.1,17.5,0.0,0.0,0.0,0.5,8.0
2014-01-13,-0.11,-7.0,72.9,-4.0,18.62,46.0,29.0,2.7,18.9,0.0,0.0,0.0,0.5,7.95
2014-01-12,-7.54,-20.0,76.1,-11.1,15.25,41.0,32.0,2.4,25.4,0.0,0.0,0.0,0.0,7.92
2014-01-11,-3.4,-12.0,78.1,-6.9,15.92,48.0,15.0,2.7,23.8,0.0,0.0,0.0,0.0,7.87
2014-01-10,-5.64,-15.0,78.0,-8.5,9.67,,,3.4,24.4,0.0,0.0,0.0,0.0,7.83
2014-01-09,-5.75,-14.0,75.5,-8.7,6.5,,,4.0,24.2,0.0,0.0,0.0,0.0,7.8
2014-01-08,-8.68,-20.0,69.5,-13.3,10.23,30.0,18.0,3.5,27.1,0.0,0.0,0.0,0.0,7.77
2014-01-07,-14.34,-25.0,70.1,-18.6,12.38,,,3.0,30.4,0.0,0.0,0.0,0.0,7.73
2014-01-06,-11.98,-26.0,61.4,-17.9,9.42,,,3.6,30.9,0.0,0.0,0.0,0.0,7.7
2014-01-05,-25.56,-39.0,74.9,-28.9,7.38,,,3.3,43.9,0.0,0.0,0.0,1.0,7.68
2014-01-04,-22.12,-37.0,72.5,-25.8,22.12,56.0,32.0,2.5,40.1,0.0,0.0,0.0,1.0,7.63
2014-01-03,-9.13,-29.0,74.0,-12.9,18.04,35.0,35.0,2.6,27.4,0.0,0.0,0.0,1.5,7.62
2014-01-02,-1.82,-16.0,75.2,-5.6,8.17,,,3.3,22.1,0.0,0.0,0.0,3.0,7.6
2014-01-01,-15.27,-24.0,75.0,-18.8,7.33,,,3.2,33.1,0.0,0.0,0.0,0.5,7.58
