date,max_temperature,avg_temperature,avg_hourly_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_visibility,min_visibility,max_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2017-11-16,-9.7,-12,-11.36,-14.3,,-22,90,83.8,78,-12,-13.6,-15.7,16,9.38,5,,,100.6,100.47,100.3,92.39,92.28,92.15,,,,2.9,2.5,2.3,30,0,0,0,0.2,,,10,08:02:00,16:36:00,8.57,8.03,16.6,,,-9,-9,-15,-15,,,,,,,,,,
2017-11-15,-8.3,-10.19,-9.79,-12.1,,-19,91,86.9,81,-10.1,-11.5,-13.5,26,17.67,8,41,14,102.5,101.45,100.5,94.13,93.2,92.35,,,,2.6,2.4,2.1,28.2,0,0,0,0,,,10,08:00:00,16:37:00,8.62,8,16.62,,,-9,-7,-11,-10,,,,,,,,,,
2017-11-14,-5.6,-9.25,-9.16,-12.9,,-18,96,88.9,81,-6.2,-10.7,-13.3,19,10.58,2,28,2,102.6,102.05,101,94.21,93.79,92.86,,,,3.2,2.4,1.9,27.2,0,0,0,2.5,,,10,07:58:00,16:39:00,8.68,7.97,16.65,,,-10,-7,-15,-11,,,,,,,,,,
2017-11-13,-6.2,-7.85,-7.86,-9.5,,-16,97,95.3,93,-6.3,-8.5,-10.3,18,9.04,1,29,8,101.3,101.03,100.6,93.16,92.85,92.47,,,,3.8,3.3,2.9,25.9,0,0,0,0.8,,,7,07:56:00,16:40:00,8.73,7.93,16.67,,,-4,-4,-10,-9,,,,,,,,,,
2017-11-12,-4.3,-6.6,-7.03,-8.9,,-15,98,92.8,88,-6.1,-8,-9.6,18,10.88,3,,,102.3,101.9,101.3,94.02,93.69,93.12,,,,3.9,3.6,3.2,24.6,0,0,0,0,,,7,07:54:00,16:42:00,8.8,7.9,16.7,,,-4,-4,-9,-6,,,,,,,,,,
2017-11-11,1.9,-4.59,-5.54,-11.1,,-15,93,83.9,59,-5,-7.9,-11.5,11,6.5,1,,,102.2,101.96,101.6,94.02,93.72,93.33,,,,4.8,4.1,3.5,22.6,0,0,0,0,,,5,07:53:00,16:44:00,8.85,7.88,16.73,,,-2,-1,-11,-8,,,,,,,,,,
2017-11-10,-5.9,-8.4,-7.69,-10.9,,-14,94,83.2,72,-8.9,-10.1,-11.6,12,6.38,2,,,101.5,101.21,100.8,93.32,93.02,92.67,,,,4.5,3.4,2.7,26.4,0,0,0,0,,,8,07:51:00,16:45:00,8.9,7.85,16.75,,,-5,-5,-11,-11,,,,,,,,,,
2017-11-09,-6,-11.2,-10.16,-16.4,,-21,93,81.4,69,-9.6,-12.8,-17.5,27,14.67,1,43,17,102.7,101.68,100.9,94.29,93.39,92.69,,,,3.9,3.3,2.7,29.2,0,0,0,0,,,8,07:49:00,16:47:00,8.97,7.82,16.78,,,-7,-7,-10,-8,,,,,,,,,,
2017-11-08,-6.3,-10.65,-10.86,-15,,-18,95,87,63,-11.2,-12.7,-16.1,9,4.25,1,,,103,102.93,102.7,94.63,94.54,94.35,,,,4.6,3.5,2.3,28.6,0,0,0,0.4,,,7,07:47:00,16:49:00,9.03,7.78,16.82,,,-8,-8,-16,-15,,,,,,,,,,
2017-11-07,-5.3,-8.85,-7.85,-12.4,,-14,88,78.3,67,-10.2,-11,-11.8,14,8.42,4,,,103,102.86,102.5,94.64,94.53,94.22,,,,3.6,2.8,2.2,26.9,0,0,0,0.4,,,7,07:45:00,16:50:00,9.08,7.75,16.83,,,-5,-5,-14,-12,,,,,,,,,,
2017-11-06,-5.5,-9.85,-8.93,-14.2,,-18,90,73.3,56,-10.5,-13,-15.4,20,10.88,4,32,19,102.6,102.47,102.3,94.27,94.16,93.99,,,,3.2,2.8,2.3,27.9,0,0,0,0.2,,,7,07:43:00,16:52:00,9.15,7.72,16.87,,,-5,-5,-15,-12,,,,,,,,,,
2017-11-05,-5,-10.6,-10.03,-16.2,,-20,92,79,62,-9.9,-13.1,-16.7,17,10.36,3,,,102.5,102.32,102.2,94.2,93.97,93.84,,,,3.5,2.5,2.3,28.6,0,0,0,0,,,5,07:41:00,16:54:00,9.22,7.68,16.9,,,-7,-6,-17,-12,,,,,,,,,,
2017-11-04,-8.2,-13.1,-13.71,-18,,-20,92,83.5,61,-14.2,-16,-19,9,4.62,1,,,102.5,102.25,102.1,94.08,93.88,93.75,,,,4.4,3.2,2.4,31.1,0,0,0,0.2,,,6,08:39:00,17:56:00,9.28,8.65,17.93,,,-13,-10,-16,-14,,,,,,,,,,
2017-11-03,-10.3,-12.25,-12.77,-14.2,,-21,90,85.3,75,-13.9,-14.7,-15.6,15,10.75,5,,,103.4,103,102.5,94.95,94.59,94.11,,,,3.1,2.6,2,30.2,0,0,0,0.4,,,6,08:37:00,17:58:00,9.35,8.62,17.97,,,-10,-10,-15,-13,,,,,,,,,,
2017-11-02,-7.6,-9.89,-10.43,-12.2,,-19,91,84.7,77,-9.4,-12.5,-14,16,12.83,8,,,103.4,103,102.4,94.99,94.65,94.17,,,,2.4,2.1,1.8,27.9,0,0,0,0.2,,,7,08:35:00,18:00:00,9.42,8.58,18,,,-9,-7,-14,-12,,,,,,,,,,
2017-11-01,-0.4,-4,-2.98,-7.6,,-14,97,91.5,81,-1.1,-4.2,-8.9,18,15.88,12,32,2,102.4,101.34,100.4,94.12,93.22,92.39,,,,2.4,1.6,1,22,0,0,0,3.4,,,2,08:33:00,18:02:00,9.48,8.55,18.03,,,-2,-2,-9,-8,,,,,,,,,,
2017-10-31,3.8,1.29,1.15,-1.2,,-6,99,85.2,58,2.2,-1.3,-7.5,29,11.33,2,46,34,101.5,100.28,99.8,93.38,92.31,91.85,,,,3.5,2.4,1.2,16.7,0,0,0,6.1,,,0,08:31:00,18:04:00,9.55,8.52,18.07,,,3,7,-3,-2,,,,,,,,,,
2017-10-30,6,0.39,0.63,-5.2,,-8,88,65.2,35,-3.6,-5.8,-8.6,14,8.5,4,,,103.3,102.35,101.5,95.11,94.2,93.45,,,,2.8,2.3,1.8,17.6,0,0,0,0,,,,08:29:00,18:06:00,9.62,8.48,18.1,,,6,6,-3,-1,,,,,,,,,,
2017-10-29,6.5,3.25,2.6,0,,,74,63.2,52,-2,-3.8,-5.3,31,20.54,7,56,34,103.4,102.72,101.8,95.15,94.6,93.86,,,,2.1,1.8,1.7,14.8,0,0,0,0,,,,08:28:00,18:08:00,9.67,8.47,18.13,,,5,6,-5,-4,,,,,,,,,,
2017-10-28,19.2,12.1,11.43,5,,,71,49,34,4.1,0.8,-2.4,25,16.17,6,41,1,101.7,101.21,101,93.77,93.31,93.1,,,,2.5,1.9,1.5,5.9,0,7.1,2.1,0,,,,08:26:00,18:10:00,9.73,8.43,18.17,,,12,14,0,1,,,,,,,,,,
2017-10-27,12.7,6,5.67,-0.7,,-2,83,62.7,38,1.1,-1.4,-3.5,11,6.58,2,,,102.4,102.11,101.5,94.27,94.03,93.55,,,,3.6,2.5,1.8,12,0,1,0,0,,,,08:24:00,18:12:00,9.8,8.4,18.2,,,13,13,7,7,,,,,,,,,,
2017-10-26,7.2,2.29,1.1,-2.6,,-8,76,66.4,45,-3,-4.7,-6.4,24,13.04,2,35,19,103.3,102.84,102.4,95.08,94.65,94.27,,,,2.3,2,1.4,15.7,0,0,0,0,,,,08:22:00,18:14:00,9.87,8.37,18.23,,,6,6,1,1,,,,,,,,,,
2017-10-25,8.4,3.75,3.34,-0.9,,-5,87,76.7,65,4.3,-0.4,-4.1,36,17.46,3,59,31,103.1,101.26,100,94.96,93.28,92.21,,,,2.6,1.9,1.3,14.2,0,0,0,0,,,,08:20:00,18:16:00,9.93,8.33,18.27,,,7,9,-5,-5,,,,,,,,,,
2017-10-24,18.5,11.95,10.58,5.4,,,69,48.7,30,2.6,-0.2,-5.8,32,13.79,4,52,32,102.3,101.9,101.2,94.24,93.92,93.31,,,,3.5,2.5,1.9,6,0,7,2,0,,,,08:18:00,18:18:00,10,8.3,18.3,,,15,15,3,5,,,,,,,,,,
2017-10-23,13.1,8.4,7.75,3.7,,,62,43.6,26,-1.5,-4.3,-6.7,23,12.88,2,46,30,102.9,102.52,101.6,94.82,94.47,93.57,,,,3.6,2.5,2.1,9.6,0,3.4,0,0,,,,08:16:00,18:20:00,10.07,8.27,18.33,,,10,10,4,4,,,,,,,,,,
2017-10-22,12.1,5.85,5.53,-0.4,,,66,57,41,0.8,-2.5,-5.5,26,11.21,4,43,34,101.5,100.25,99.6,93.48,92.34,91.69,,,,2.3,2.1,2,12.2,0,0.8,0,0,,,,08:14:00,18:22:00,10.13,8.23,18.37,,,11,11,0,3,,,,,,,,,,
2017-10-21,11.2,4.5,4.29,-2.2,,-3,95,64.8,33,-0.9,-2.4,-5.3,14,7.29,3,,,100.7,100.48,100,92.8,92.54,92.14,,,,2.8,2.3,1.8,13.5,0,0,0,0,,,,08:12:00,18:25:00,10.22,8.2,18.42,,,10,10,-1,3,,,,,,,,,,
2017-10-20,11.5,6.15,6.22,0.8,,,90,68,47,1.4,0.4,-0.6,18,10.58,3,33,33,100.1,99.47,99.1,92.24,91.66,91.36,,,,2.7,2.2,1.9,11.8,0,1.1,0,0,,,,08:10:00,18:27:00,10.28,8.17,18.45,,,12,12,1,1,,,,,,,,,,
2017-10-19,15.5,8.25,8.22,1,,,78,56.6,35,1.5,-0.4,-2.9,17,8.04,4,,,99.6,99.45,99.2,91.81,91.63,91.42,,,,3.3,2.6,2,9.8,0,3.2,0,0,,,,08:09:00,18:29:00,10.33,8.15,18.48,,,15,15,4,4,,,,,,,,,,
2017-10-18,8.1,4.45,4.93,0.8,,,66,50.1,36,-2.3,-4.9,-6.4,27,16.12,5,50,30,101.1,100.5,99.4,93.09,92.57,91.55,,,,2.7,2.3,1.8,13.6,0,0,0,0,,,,08:07:00,18:31:00,10.4,8.12,18.52,,,10,10,0,5,,,,,,,,,,
2017-10-17,19.8,11.3,8.2,2.8,,,81,64,33,4.1,1.3,-2.4,43,18.62,1,80,31,100.4,99.58,98.4,92.58,91.76,90.74,,,,2.6,2.2,1.9,6.7,0,6.3,1.3,0.8,,,,08:05:00,18:34:00,10.48,8.08,18.57,,,14,20,0,0,,,,,,,,,,
2017-10-16,15.3,8.8,8.73,2.3,,,74,53.7,28,1.1,-0.7,-3.5,13,7.79,3,,,101.2,100.76,100.3,93.25,92.87,92.4,,,,3.3,2.8,2.1,9.2,0,3.8,0,0,,,,08:03:00,18:36:00,10.55,8.05,18.6,,,14,14,2,5,,,,,,,,,,
2017-10-15,18.1,8.3,8.18,-1.5,,,83,55.3,25,0,-1.2,-2.7,23,11.54,4,35,21,102,101.41,100.8,93.91,93.41,92.94,,,,2.5,2.1,1.8,9.7,0,3.3,0,0,,,,08:01:00,18:38:00,10.62,8.02,18.63,,,11,11,2,4,,,,,,,,,,
2017-10-14,6.3,1.1,1.59,-4.1,,-8,92,77.4,52,1.9,-2.2,-5.6,17,8.79,3,,,102.1,101.72,101.5,93.99,93.62,93.45,,,,1.9,1.9,1.9,16.9,0,0,0,0,,,,07:59:00,18:40:00,10.68,7.98,18.67,,,6,6,-2,0,,,,,,,,,,
2017-10-13,4.2,-0.89,-1.38,-6,,-7,97,81,56,-2.5,-4.5,-6.2,8,4.67,1,,,102.4,102.26,102,94.19,94.08,93.85,,,,3.7,2.7,1.8,18.9,0,0,0,0,,,,07:57:00,18:43:00,10.77,7.95,18.72,,,1,1,-4,-4,,,,,,,,,,
2017-10-12,4.7,0.4,-0.18,-3.9,,-7,92,76.3,50,-2.5,-4.1,-5.7,17,9.42,1,,,102,101.76,101.5,93.82,93.64,93.46,,,,2.8,1.7,1.3,17.6,0,0,0,0,,,,07:56:00,18:45:00,10.82,7.93,18.75,,,3,3,-5,-4,,,,,,,,,,
2017-10-11,4.2,1.8,1.44,-0.6,,-6,95,88.3,81,2.4,-0.3,-2.6,21,16.42,9,33,32,101.5,101.15,100.9,93.43,93.13,92.94,,,,1.5,1.2,1,16.2,0,0,0,0,,,,07:54:00,18:47:00,10.88,7.9,18.78,,,1,2,-1,0,,,,,,,,,,
2017-10-10,8.8,5.35,5.51,1.9,,,91,70.8,50,3,0.4,-1.6,25,11.92,1,37,6,101.5,101.27,100.9,93.48,93.3,92.98,,,,3.1,2.2,1.6,12.7,0,0.4,0,0.5,,,,07:52:00,18:50:00,10.97,7.87,18.83,,,8,8,1,3,,,,,,,,,,
2017-10-09,15.7,7.25,6.47,-1.2,,-4,82,58.8,27,0.9,-2,-4.5,22,11.08,4,41,28,101.8,101.36,101.1,93.73,93.35,93.13,,,,2.3,1.9,1.6,10.8,0,2.2,0,0,,,,07:50:00,18:52:00,11.03,7.83,18.87,,,12,12,2,2,,,,,,,,,,
2017-10-08,6.6,2.44,1.66,-1.7,,-6,92,67.5,33,-0.2,-4.1,-8.8,27,16.38,5,48,32,102,101.61,100.7,93.83,93.56,92.76,,,,2.4,1.8,1,15.6,0,0,0,0.3,,,,07:48:00,18:54:00,11.1,7.8,18.9,,,5,5,-1,-1,,,,,,,,,,
2017-10-07,9.7,7.3,7.05,4.9,,,75,57.1,42,1.3,-1,-3.2,30,22.38,15,69,31,100.6,99.87,99.5,92.65,92.03,91.73,,,,2.5,2.1,1.9,10.7,0,2.3,0,0,,,,07:46:00,18:57:00,11.18,7.77,18.95,,,10,10,0,4,,,,,,,,,,
2017-10-06,16.5,10.35,9.69,4.2,,,90,65.9,31,6.6,3,-0.9,23,8.67,3,52,31,100.7,99.89,99.4,92.87,92.09,91.56,,,,3.4,2.5,2,7.7,0,5.3,0.4,0,,,,07:45:00,18:59:00,11.23,7.75,18.98,,,15,15,4,5,,,,,,,,,,
2017-10-05,21.4,12.1,11.11,2.8,,,85,58.3,30,5.3,2.2,0.5,20,9.54,3,,,102.2,101.58,100.8,94.24,93.64,92.92,,,,7.4,2.6,1.9,5.9,0,7.1,2.1,0,,,,07:43:00,19:02:00,11.32,7.72,19.03,3,3,19,19,4,5,,,,,,,,,,
2017-10-04,17,8.19,7.46,-0.6,,-2,89,59.3,26,1.1,-1.4,-4,11,5.67,3,,,102.7,102.48,102.3,94.54,94.4,94.26,,,,3.7,2.8,2.3,9.8,0,3.2,0,0,,,,07:41:00,19:04:00,11.38,7.68,19.07,3,3,14,14,2,3,,,,,,,,,,
2017-10-03,10.6,3.09,2.63,-4.4,,-6,89,64.5,31,-0.8,-4.1,-5.9,18,10.67,3,,,103.2,102.8,102.4,94.96,94.63,94.24,,,,2.8,2.2,1.8,14.9,0,0,0,0,,,,07:39:00,19:06:00,11.45,7.65,19.1,3,3,10,10,-3,2,,,,,,,,,,
2017-10-02,4.4,1.9,1.31,-0.6,,-4,96,79.2,63,0.6,-2,-4.9,34,23.96,11,61,34,103.2,102.67,102.1,94.94,94.53,94.01,,,,1.8,1.4,1,16.1,0,0,0,5.6,,,,07:37:00,19:09:00,11.53,7.62,19.15,,,3,3,-3,-2,,,,,,,,,,
2017-10-01,11.3,6.25,6.95,1.2,,,96,67.5,47,2.3,1,-0.8,37,24.08,16,56,34,102.1,101.33,100.7,94,93.38,92.87,,,,2.5,1.5,1,11.8,0,1.2,0,4.2,,,,07:36:00,19:11:00,11.58,7.6,19.18,,,8,8,0,1,,,,,,,,,,
2017-09-30,18,12.35,12.34,6.7,,,84,59.8,42,7,4.3,0.7,21,12.12,1,37,35,100.7,100.41,100.2,92.84,92.6,92.43,,,,4.7,2.8,2.1,5.7,0,7.3,2.4,0,,,,07:34:00,19:14:00,11.67,7.57,19.23,,,17,17,8,8,,,,,,,,,,
2017-09-29,23.8,17.6,15.39,11.4,,,72,51.4,28,6.5,4.7,3.7,27,11.3,0,44,15,101.2,100.81,100.31,93.46,93.01,92.58,,,,4.8,2.8,2,0.4,0,12.6,7.6,,,,,07:32:00,19:16:00,11.73,7.53,19.27,4,4,25,25,9,9,,,,,,,,,,
2017-09-28,24.4,16.14,16.63,7.9,22,,92,57.4,31,8.7,6.9,3.9,26,14.46,1,44,15,102.3,101.92,101.3,94.33,94.04,93.53,,,,2.7,2.3,1.7,1.9,0,11.1,6.1,0,,,,07:30:00,19:19:00,11.82,7.5,19.32,3,3,23,23,10,10,,,,,,,,,,
2017-09-27,22.4,16.95,15.89,11.5,22,,81,62.8,39,9.5,8.3,7.5,17,8.88,0,37,30,102.2,102.07,101.9,94.32,94.18,94.03,,,,2.7,1.9,1.5,1.1,0,11.9,7,0,,,,07:29:00,19:21:00,11.87,7.48,19.35,3,3,22,22,8,9,,,,,,,,,,
2017-09-26,20.9,15.8,15,10.7,,,82,61.2,31,9.1,7,2.8,23,9.67,2,35,30,101.9,101.71,101.4,94.03,93.83,93.54,,,,2.6,2,1.5,2.2,0,10.8,5.8,0,,,,07:27:00,19:23:00,11.93,7.45,19.38,3,3,20,20,8,9,,,,,,,,,,
2017-09-25,20.6,14.85,14.57,9.1,,,89,63.1,37,8.9,7,4.7,17,7.71,3,27,24,101.4,101.32,101.3,93.54,93.45,93.4,,,,2.6,2,1.6,3.1,0,9.8,4.8,0,,,,07:25:00,19:26:00,12.02,7.42,19.43,,,17,17,7,8,,,,,,,,,,
2017-09-24,17.4,11.39,11.07,5.4,,,86,65.6,38,7.1,4.4,2.9,13,8.08,2,,,101.9,101.59,101.3,93.87,93.64,93.42,,,,2.3,1.6,1.3,6.6,0,6.4,1.4,0,,,,07:23:00,19:28:00,12.08,7.38,19.47,3,3,16,16,7,8,,,,,,,,,,
2017-09-23,13.8,9.1,8.22,4.4,,,90,70.7,47,4.3,2.9,1.7,18,11.04,4,30,17,102,101.89,101.8,93.94,93.88,93.82,,,,1.9,1.5,1.1,8.9,0,4.1,0,0,,,,07:21:00,19:31:00,12.17,7.35,19.52,3,3,13,13,2,2,,,,,,,,,,
2017-09-22,6.6,4.9,4.93,3.2,,,97,86.8,74,3.3,2.9,2.2,10,6.21,1,,,102.3,102.17,102,94.23,94.09,93.93,,,,2.3,1.6,1,13.1,0,0,0,0.4,,,,07:20:00,19:33:00,12.22,7.33,19.55,,,9,9,2,2,,,,,,,,,,
2017-09-21,5.3,3.9,3.75,2.5,,,97,93.7,90,3.5,2.8,1.9,21,16.17,11,35,35,102.2,101.31,100.4,94.08,93.29,92.49,,,,1.6,1.3,1,14.1,0,0,0,12.6,,,,07:18:00,19:36:00,12.3,7.3,19.6,,,4,5,2,2,,,,,,,,,,
2017-09-20,7.1,5.35,4.78,3.6,,,95,92,80,5.7,3.6,2.7,20,11.83,4,33,33,100.4,99.73,99.5,92.46,91.85,91.6,,,,1.7,1.4,1.3,12.7,0,0.4,0,3,,,,07:16:00,19:38:00,12.37,7.27,19.63,,,5,5,1,2,,,,,,,,,,
2017-09-19,8,4.8,5.11,1.6,,,99,89.2,81,5.3,3.4,1.5,28,19.62,8,48,25,100,99.8,99.7,92.17,91.95,91.77,,,,1.9,1.8,1.7,13.2,0,0,0,14.8,,,,07:14:00,19:41:00,12.45,7.23,19.68,,,5,8,4,5,,,,,,,,,,
2017-09-18,16.8,11.55,10.69,6.3,,,80,62,44,5.5,3.4,1.3,24,14.75,7,41,16,100.3,100.11,99.9,92.53,92.3,92.15,,,,3,2.3,1.9,6.5,0,6.5,1.6,0,,,,07:13:00,19:43:00,12.5,7.22,19.72,3,3,16,16,6,7,,,,,,,,,,
2017-09-17,17.6,10.5,10.38,3.4,,,84,59.9,38,4.4,2.3,1.1,26,18,8,41,15,101.5,100.94,100.4,93.56,93.04,92.55,,,,2.4,2.1,1.8,7.5,0,5.5,0.5,0,,,,07:11:00,19:46:00,12.58,7.18,19.77,3,3,19,19,4,4,,,,,,,,,,
2017-09-16,16,9.05,8.83,2.1,,,86,59.3,32,2.2,0.4,-2.1,28,15.62,4,43,17,102.4,102.03,101.6,94.39,94.02,93.62,,,,2.1,1.9,1.6,8.9,0,4,0,0,,,,07:09:00,19:48:00,12.65,7.15,19.8,3,3,16,16,0,0,,,,,,,,,,
2017-09-15,14.1,7.5,6.65,0.9,,,99,79.5,48,6.5,2.9,1.1,18,6.12,1,,,102.8,102.65,102.5,94.69,94.55,94.43,,,,3.2,2.2,1.7,10.5,0,2.5,0,0.2,,,,07:07:00,19:50:00,12.72,7.12,19.83,3,3,13,13,-1,4,,,,,,,,,,
2017-09-14,12.8,8.55,7.61,4.3,,,96,85,56,6.1,5.1,3.8,10,4.96,2,32,6,102.5,102.24,102.1,94.42,94.2,94.07,,,,2,1.6,1.2,9.4,0,3.5,0,2,,,,07:06:00,19:53:00,12.78,7.1,19.88,3,3,11,11,3,4,,,,,,,,,,
2017-09-13,10.8,8.9,8.58,7,,,94,85.2,74,7.5,6.2,3.9,17,9.21,1,,,102.1,101.77,101.5,94.06,93.81,93.6,,,,2,1.6,1.3,9.1,0,3.9,0,8.4,,,,07:04:00,19:55:00,12.85,7.07,19.92,,,10,10,5,7,,,,,,,,,,
2017-09-12,17.4,13.7,13.53,10,,,78,59,43,10,5.5,2.7,14,9.08,4,,,101.7,101.55,101.2,93.86,93.7,93.4,,,,2.3,2,1.7,4.3,0,8.7,3.7,0.3,,,,07:02:00,19:58:00,12.93,7.03,19.97,3,3,15,16,8,10,,,,,,,,,,
2017-09-11,29,18.55,18.18,8.1,27,,71,46.2,20,11.2,4.9,2.8,18,11.38,2,35,33,101.6,101.05,100.6,93.73,93.23,92.89,,,,3.1,2.3,1.5,0,0.6,13.6,8.6,0,,,,07:01:00,20:00:00,12.98,7.02,20,5,5,25,25,10,10,,,,,,,,,,
2017-09-10,20.4,14.89,14.68,9.4,,,90,53.4,25,12.3,3.9,-0.9,34,18.25,6,61,28,101.7,101.43,100.8,93.82,93.57,93.01,,,,2.8,1.8,1.5,3.1,0,9.9,4.9,2.5,,,,06:59:00,20:03:00,13.07,6.98,20.05,4,4,19,19,10,10,,,,,,,,,,
2017-09-09,21,16.5,15.47,12,23,,86,77.7,57,13.4,11.4,10,17,8.12,3,41,31,101,100.73,100.5,93.26,92.95,92.76,,,,4.2,3,2.2,1.5,0,11.5,6.5,0.2,,,,06:57:00,20:05:00,13.13,6.95,20.08,4,4,23,23,10,10,,,,,,,,,,
2017-09-08,23.3,18.6,18.36,13.9,26,,81,49.8,25,12.6,7,-0.7,24,12.13,5,41,35,101,100.8,100.6,93.18,93.07,92.91,,,,4.2,3.5,3,0,0.6,13.6,8.6,0,,,,06:55:00,20:08:00,13.22,6.92,20.13,5,5,24,27,13,13,,,,,,,,,,
2017-09-07,32.2,20.85,21.78,9.5,31,,78,40.5,16,7.7,4.9,1.3,22,10.71,1,33,15,101.5,101.14,100.7,93.74,93.39,93.06,,,,5.4,4.5,3.5,0,2.8,15.8,10.8,0,,,,06:54:00,20:10:00,13.27,6.9,20.17,5,5,30,30,10,15,,,,,,,,,,
2017-09-06,29.3,18.85,18.96,8.4,27,,93,53.1,17,10.5,6.6,1.8,7,3.54,1,,,101.9,101.72,101.5,94.03,93.89,93.7,,,,6.5,4.8,3,0,0.9,13.8,8.8,0,,,,06:52:00,20:12:00,13.33,6.87,20.2,5,5,29,29,10,13,,,,,,,,,,
2017-09-05,27.5,17.8,17.2,8.1,27,,69,48.6,26,9.2,5.3,1.6,16,6.79,1,,,102.7,102.25,101.9,94.78,94.36,94.03,,,,4.7,3.1,2,0.2,0,12.8,7.8,0,,,,06:50:00,20:15:00,13.42,6.83,20.25,5,5,26,26,10,12,,,,,,,,,,
2017-09-04,21.3,13.7,14.1,6.1,,,89,55.9,27,7.6,4.1,0.6,12,5.33,1,,,103.2,102.98,102.7,95.21,94.98,94.78,,,,3,2.1,1.4,4.3,0,8.7,3.7,0,,,,06:48:00,20:17:00,13.48,6.8,20.28,6,6,21,21,8,8,,,,,,,,,,
2017-09-03,18.6,14.8,14.82,11,,,90,69.5,47,11.5,9,6.7,19,11.79,4,32,28,102.7,102.1,101.5,94.72,94.2,93.72,,,,2.2,1.6,1.3,3.2,0,9.8,4.8,0,,,,06:47:00,20:20:00,13.55,6.78,20.33,6,6,19,20,6,7,,,,,,,,,,
2017-09-02,25.5,17.45,16.27,9.4,25,,89,63.1,30,12.4,8.2,5.7,28,9.67,3,52,1,101.7,101.4,100.9,93.81,93.56,93.09,,,,6.7,3,2,0.6,0,12.4,7.5,0.6,,,,06:45:00,20:22:00,13.62,6.75,20.37,5,5,23,23,13,13,,,,,,,,,,
2017-09-01,21.2,16.2,15.8,11.2,,,67,52.4,32,7.5,5.7,3.3,16,9.92,4,,,101.7,101.54,101.4,93.79,93.7,93.59,,,,4.3,2.9,2.1,1.8,0,11.2,6.2,0,,,,06:43:00,20:24:00,13.68,6.72,20.4,4,4,23,23,11,12,,,,,,,,,,
2017-08-31,24.1,17.6,17.17,11.1,23,,93,64.1,35,12.7,9.3,3.9,25,12.92,3,43,32,101.5,101.03,100.7,93.64,93.24,92.89,,,,3.6,2.7,1.8,0.4,0,12.6,7.6,0,,,,06:41:00,20:27:00,13.77,6.68,20.45,5,5,23,23,10,13,,,,,,,,,,
2017-08-30,24.2,19.39,18.32,14.6,27,,85,57.9,44,13.1,9.7,5.9,20,12,5,33,16,101.5,100.97,100.6,93.68,93.2,92.85,,,,2.9,2.2,1.9,0,1.4,14.4,9.4,0,,,,06:40:00,20:29:00,13.82,6.67,20.48,5,5,29,31,15,15,,,,,,,,,,
2017-08-29,25.9,19.64,19.68,13.4,27,,85,56,31,12.6,9.7,6,25,12.83,1,43,13,102.1,101.87,101.5,94.26,94.04,93.71,,,,2.4,2.2,1.8,0,1.6,14.6,9.6,0,,,,06:38:00,20:32:00,13.9,6.63,20.53,6,6,28,28,14,16,,,,,,,,,,
2017-08-28,25.3,19.89,19.6,14.5,27,,81,59.3,40,13.2,11,9.5,12,6.96,1,,,102,101.87,101.6,94.16,94.06,93.84,,,,3.4,2.1,1.4,0,1.9,14.9,9.9,0,,,,06:36:00,20:34:00,13.97,6.6,20.57,6,6,26,26,11,12,,,,,,,,,,
2017-08-27,28.9,19.64,19.78,10.4,29,,80,52.2,24,13,8.4,5.5,12,6.08,2,,,102,101.75,101.6,94.07,93.92,93.76,,,,4.1,3.1,2.1,0,1.6,14.6,9.6,0,,,,06:34:00,20:36:00,14.03,6.57,20.6,6,6,26,26,11,13,,,,,,,,,,
2017-08-26,24.8,16.25,16.55,7.7,,,83,51,26,7,5.3,3.5,16,8.96,1,28,24,102,101.85,101.6,94.12,93.97,93.74,,,,2.7,2.1,1.6,1.8,0,11.2,6.2,0,,,,06:33:00,20:39:00,14.1,6.55,20.65,6,6,25,25,11,13,,,,,,,,,,
2017-08-25,22.2,14.5,14.96,6.8,,,88,53.5,26,8.1,4.1,0.1,24,12.5,5,39,25,101.5,101.25,100.9,93.69,93.39,93.14,,,,2.7,2,1.3,3.5,0,9.5,4.5,0,,,,06:31:00,20:41:00,14.17,6.52,20.68,5,5,21,21,10,10,,,,,,,,,,
2017-08-24,24.7,17.89,17.05,11.1,27,,88,71.4,49,14.8,11.6,8.1,44,12.08,4,72,32,101,100.6,100.2,93.21,92.86,92.51,,,,3.1,2.2,1.6,0.1,0,12.9,7.9,2,,,,06:29:00,20:43:00,14.23,6.48,20.72,5,5,24,24,9,10,,,,,,,,,,
