date,max_temperature,avg_temperature,avg_hourly_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_visibility,min_visibility,max_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2015-05-05,12.7,8.29,8.83,3.9,,,82,58.4,50,3.2,1,-1.1,31,20.33,7,42,9,101.4,101,100.8,93.46,93.08,92.95,,,,3,2.6,2,9.7,0,3.3,0,0,,,,05:52:00,21:09:00,15.28,5.87,21.15,4,5,21,21,0,1,,,,,,,,,,
2015-05-04,16.7,10.19,10.18,3.7,,,82,49.8,29,1.6,-0.9,-3.5,32,19.5,4,45,9,101.9,101.51,101,93.85,93.55,93.16,,,,3.4,2.9,2.3,7.8,0,5.2,0.2,0,,,,05:54:00,21:08:00,15.23,5.9,21.13,5,5,17,17,7,7,,,,,,,,,,
2015-05-03,12.4,6.2,6.15,0,,,90,66.4,31,1.4,-0.4,-4.9,23,10.5,4,29,7,102,101.88,101.8,93.95,93.84,93.74,,,,3,2.5,2.1,11.8,0,1.2,0,0.2,,,,05:56:00,21:06:00,15.17,5.93,21.1,5,5,14,14,3,3,,,,,,,,,,
2015-05-02,11.7,7.15,6.58,2.6,,,91,60.5,40,1.7,-0.9,-4.6,37,20.42,5,51,29,101.7,101.25,100.9,93.69,93.3,92.99,,,,3.1,2.7,2.3,10.8,0,2.1,0,0.8,,,,05:58:00,21:04:00,15.1,5.97,21.07,3,3,12,12,1,2,,,,,,,,,,
2015-05-01,13.7,8.44,9.31,3.2,,,73,47.6,30,1.8,-1.7,-5.8,22,11.54,2,28,33,101.2,100.96,100.7,93.28,93.05,92.85,,,,3.8,3.3,3,9.6,0,3.4,0,0,,,,06:00:00,21:02:00,15.03,6,21.03,3,5,14,14,4,4,,,,,,,,,,
2015-04-30,15.6,8.75,8.59,1.9,,,81,50.8,24,0.3,-1.8,-5.4,39,13.58,4,52,32,101.3,101.2,101,93.39,93.27,93.11,,,,3.2,2.8,2.3,9.2,0,3.8,0,0.2,,,,06:02:00,21:00:00,14.97,6.03,21,4,4,16,16,5,6,,,,,,,,,,
2015-04-29,13.8,10.35,9.8,6.9,,,67,46,31,1.7,-1.5,-5.4,32,18.17,10,41,32,101.3,101.12,100.8,93.39,93.25,93.05,,,,3.3,3,2.8,7.7,0,5.3,0.4,0,,,,06:04:00,20:59:00,14.92,6.07,20.98,3,4,13,13,4,5,,,,,,,,,,
2015-04-28,25.2,14.3,15.84,3.4,,,68,37,17,3,-0.3,-3,36,15.54,2,65,33,101.8,101.16,100.5,93.87,93.32,92.77,,,,3.7,3.1,2.6,3.7,0,9.3,4.3,0,,,,06:06:00,20:57:00,14.85,6.1,20.95,5,5,25,25,9,9,,,,,,,,,,
2015-04-27,20.3,10.8,11,1.3,,,75,42.7,17,-1,-3.1,-6.1,19,11.58,5,29,27,102.2,101.97,101.8,94.12,93.97,93.85,,,,3.2,2.9,2.5,7.2,0,5.8,0.8,0,,,,06:08:00,20:55:00,14.78,6.13,20.92,5,5,18,18,4,6,,,,,,,,,,
2015-04-26,10.2,3.14,3.89,-3.9,,-5,85,55.1,27,-2.4,-5.5,-8.9,20,10.88,3,33,18,102.4,102.25,102.1,94.26,94.15,94.04,,,,3.2,2.8,2.5,14.9,0,0,0,0,,,,06:10:00,20:53:00,14.72,6.17,20.88,4,4,11,12,1,1,,,,,,,,,,
2015-04-25,7,3.1,2.96,-0.8,,-4,76,52.5,25,-3,-6.6,-12,21,15.62,10,31,8,102.2,101.78,101.3,94.05,93.7,93.32,,,,2.8,2.3,2,14.9,0,0,0,0,,,,06:12:00,20:51:00,14.65,6.2,20.85,,,2,6,-5,-3,,,,,,,,,,
2015-04-24,6.5,3.55,3.8,0.6,,,93,78.5,65,1.5,0.3,-2.3,24,15.08,7,29,8,101.3,100.95,100.8,93.26,92.96,92.81,,,,2.6,2.2,1.8,14.4,0,0,0,0,,,,06:15:00,20:50:00,14.58,6.25,20.83,,,9,9,0,0,,,,,,,,,,
2015-04-23,7.7,5.2,4.75,2.7,,,90,76.4,62,2.4,0.8,-0.1,31,20.33,3,40,28,100.8,100.68,100.6,92.82,92.76,92.73,,,,2.4,2,1.9,12.8,0,0.2,0,0,,,,06:17:00,20:48:00,14.52,6.28,20.8,3,4,11,11,3,4,,,,,,,,,,
2015-04-22,22.2,13.05,13.93,3.9,,,90,41.8,19,3.3,-0.8,-4.2,42,25.58,10,67,30,100.7,100.49,100.1,92.89,92.69,92.35,,,,3.5,2.8,2,5,0,8.1,3,0,,,,06:19:00,20:46:00,14.45,6.32,20.77,5,5,22,22,5,7,,,,,,,,,,
2015-04-21,21,12.35,13.3,3.7,,,61,35.7,21,-0.4,-2.5,-5.2,18,12.17,6,,,101.2,101.01,100.7,93.35,93.15,92.89,,,,3.4,2.8,2.1,5.7,0,7.3,2.4,0,,,,06:21:00,20:44:00,14.38,6.35,20.73,5,5,20,20,4,8,,,,,,,,,,
2015-04-20,19.1,9.6,10.56,0.1,,,59,34.3,19,-3.7,-5.6,-7.6,22,10.75,3,31,33,101.7,101.3,101.1,93.7,93.37,93.16,,,,4,3.3,2.7,8.4,0,4.6,0,0,,,,06:23:00,20:42:00,14.32,6.38,20.7,5,5,19,19,1,2,,,,,,,,,,
2015-04-19,14.1,5.69,7.12,-2.7,,-3,68,35.9,19,-5.9,-8.4,-10.6,13,6.46,1,,,102.8,102.34,101.7,94.64,94.28,93.72,,,,3.6,2.9,2.5,12.3,0,0.7,0,0,,,,06:26:00,20:40:00,14.23,6.43,20.67,4,4,15,15,1,2,,,,,,,,,,
2015-04-18,12.8,6.9,6.49,1,,,75,46.8,20,-0.5,-5.5,-11.7,37,25.79,5,61,33,102.7,102.47,102,94.64,94.41,93.97,,,,2.9,2.4,2.1,11.1,0,1.9,0,0,,,,06:28:00,20:39:00,14.18,6.47,20.65,3,4,12,12,0,0,,,,,,,,,,
2015-04-17,16.7,9.6,8.3,2.5,,,88,56.5,25,4.2,-1,-5.6,36,15.58,5,61,28,102.4,101.88,101.2,94.39,93.89,93.28,,,,3.1,2.8,2.5,8.4,0,4.6,0,0,,,,06:30:00,20:37:00,14.12,6.5,20.62,4,4,18,18,2,3,,,,,,,,,,
2015-04-16,20.3,11.25,9.67,2.2,,,73,37.8,15,0.3,-5.5,-8.6,31,13.42,6,42,36,102.3,101.98,101.4,94.29,93.99,93.53,,,,3.9,3.2,2.7,6.8,0,6.2,1.2,0.7,,,,06:33:00,20:35:00,14.03,6.55,20.58,6,6,19,19,1,2,,,,,,,,,,
2015-04-15,14.4,7.2,7.59,0,,,47,27.7,15,-8.3,-11,-13.5,25,16.08,6,36,29,102.3,102.03,101.8,94.23,93.99,93.74,,,,3.8,2.8,2.2,10.8,0,2.2,0,0,,,,06:35:00,20:33:00,13.97,6.58,20.55,5,5,13,13,2,2,,,,,,,,,,
2015-04-14,11.8,7.85,6.97,3.9,,,38,33.5,27,-5.8,-8.1,-9.7,30,15.71,4,40,33,101.7,100.91,100.6,93.65,92.97,92.67,,,,3,2.6,2.4,10.2,0,2.8,0,0,,,,06:37:00,20:31:00,13.9,6.62,20.52,,,11,11,-1,0,,,,,,,,,,
2015-04-13,12.9,6.3,6.67,-0.3,,,42,26.9,15,-9.9,-11.7,-13.7,24,14.83,8,32,26,101.6,101.23,100.8,93.54,93.25,92.86,,,,3.1,2.8,2.4,11.7,0,1.3,0,0,,,,06:40:00,20:29:00,13.82,6.67,20.48,5,5,13,13,2,2,,,,,,,,,,
2015-04-12,9.9,4.7,4.35,-0.5,,-4,48,27.7,14,-8.9,-13.7,-18.3,41,24.33,11,69,29,101.2,100.69,100.2,93.21,92.72,92.31,,,,2.6,2.5,2.3,13.3,0,0,0,0,,,,06:42:00,20:28:00,13.77,6.7,20.47,4,4,9,9,-2,-2,,,,,,,,,,
2015-04-11,14.5,8.65,6.88,2.8,,,57,37.7,20,-0.5,-7.1,-13,49,15.79,3,67,30,100.1,99.57,99.2,92.26,91.77,91.45,,,,3.3,2.9,2.5,9.3,0,3.6,0,0,,,,06:44:00,20:26:00,13.7,6.73,20.43,3,3,13,13,0,0,,,,,,,,,,
2015-04-10,18.9,9.85,10.4,0.8,,,61,31.5,13,-5.3,-7.6,-11,22,11.29,3,33,20,101.1,100.39,99.6,93.18,92.53,91.87,,,,9.2,3.5,3,8.2,0,4.8,0,0.9,,,,06:47:00,20:24:00,13.62,6.78,20.4,4,4,19,19,4,4,,,,,,,,,,
2015-04-09,17.5,7.6,8.78,-2.3,,-3,71,37.7,15,-5.1,-6.8,-10.1,16,8.12,3,,,101.7,101.48,101.1,93.69,93.51,93.21,,,,7.4,3.5,2.8,10.4,0,2.6,0,1.1,,,,06:49:00,20:22:00,13.55,6.82,20.37,4,4,17,17,0,0,,,,,,,,,,
2015-04-08,13.5,5.25,6.01,-3,,-5,82,46.7,21,-3.2,-6.4,-8.9,22,10.33,2,32,28,101.5,101.43,101.3,93.54,93.42,93.29,,,,4,3,2.5,12.8,0,0.2,0,0,,,,06:51:00,20:20:00,13.48,6.85,20.33,4,4,12,12,-2,-1,,,,,,,,,,
2015-04-07,7.8,3.75,2.29,-0.3,,-4,87,67.2,40,-1.5,-3.6,-5.9,15,8.54,3,,,101.6,101.4,101.2,93.53,93.34,93.18,,,,3.2,2.9,2.4,14.2,0,0,0,0,,,,06:54:00,20:18:00,13.4,6.9,20.3,4,4,6,6,-5,-4,,,,,,,,,,
2015-04-06,6.2,1.6,1.61,-3,,-8,78,54.2,32,-4.1,-7.1,-9.5,32,19.62,7,45,15,101.8,101.71,101.6,93.74,93.63,93.53,,,,2.6,2.5,2.2,16.4,0,0,0,0,,,,06:56:00,20:17:00,13.35,6.93,20.28,4,4,4,4,-5,-4,,,,,,,,,,
2015-04-05,5.7,0,-0.04,-5.7,,-7,82,67,45,-2.8,-5.7,-8.1,16,7.83,1,,,102.1,101.97,101.9,93.98,93.83,93.73,,,,3.2,2.7,2.6,18,0,0,0,0.4,,,,06:59:00,20:15:00,13.27,6.98,20.25,4,4,2,2,-7,-6,,,,,,,,,,
2015-04-04,4.4,0.95,0.13,-2.5,,-6,88,68.4,48,-3.5,-5.3,-7,15,9.62,3,,,102.2,102.16,102.1,94.09,94.02,93.94,,,,3.1,2.4,2,17.1,0,0,0,0.4,,,,07:01:00,20:13:00,13.2,7.02,20.22,3,3,2,2,-7,-6,,,,,,,,,,
2015-04-03,8.8,2.65,1.76,-3.5,,-6,94,75.3,35,-0.9,-2.6,-6.8,34,11.62,4,49,35,102.4,102.16,102,94.22,94.04,93.91,,,,11.3,2.8,2.1,15.3,0,0,0,1,,,,07:03:00,20:11:00,13.13,7.05,20.18,3,3,5,6,-4,-2,,,,,,,,,,
2015-04-02,5.6,1.19,0.53,-3.2,,-6,94,63,28,-1.5,-6.1,-13.7,22,11.88,2,29,30,102.4,102.21,102.05,94.26,94.05,93.89,,,,2.9,2.4,2.1,16.8,0,0,0,0.7,,,,07:06:00,20:09:00,13.05,7.1,20.15,3,3,5,5,-4,-3,,,,,,,,,,
2015-04-01,3,2.29,1.05,1.6,,-8,90,67.2,42,-0.5,-4.6,-11,44,30.9,17,60,33,102.02,100.91,100.2,93.86,92.9,92.25,14500,11812.5,2700,2.3,2.1,1.8,15.7,0,0,0,,,,,07:08:00,20:07:00,12.98,7.13,20.12,,,2,2,-2,-1,,4,2.1,0,,,,10,5.7,0
2015-03-31,18.3,10.35,8.28,2.4,,,88,58.1,32,5.4,-0.1,-4.1,44,17.91,0,65,28,100.7,100.08,99.5,92.85,92.23,91.71,14500,14029.2,8000,3.4,2.7,2.1,7.7,0,5.3,0.4,2.3,,,,07:11:00,20:06:00,12.92,7.18,20.1,4,4,16,16,0,0,,4,0.9,0,,,,10,1.8,0
2015-03-30,14,7.7,8.11,1.4,,,62,46.8,33,0.2,-2.8,-5,19,11.42,0,,,101.6,101.33,100.9,93.63,93.37,92.95,14500,14500,14500,3.7,3,2.5,10.3,0,2.7,0,0,,,,07:13:00,20:04:00,12.85,7.22,20.07,4,4,12,12,2,4,,4,0.9,0,,,,10,1.6,0
2015-03-29,16,7.05,6.59,-1.9,,-3,86,64,32,1.9,-0.4,-3.5,20,7.25,0,50,31,101.7,101.25,100.8,93.63,93.25,92.9,14500,14500,14500,3.3,2.7,2.5,10.9,0,2,0,0,,,,07:15:00,20:02:00,12.78,7.25,20.03,4,4,14,14,2,3,,3,1.2,0,,,,8,1.7,0
2015-03-28,8.6,4.84,5.29,1.1,,,93,82.8,68,5,2.5,-1.1,26,14.5,6,44,32,101.6,100.8,100,93.6,92.87,92.22,14500,13825,6400,3.4,2.4,2.1,13.2,0,0,0,0,,,,07:18:00,20:00:00,12.7,7.3,20,,,10,10,-1,0,,4,1.7,0,,,,10,3.8,0
2015-03-27,15.7,7.4,8.24,-0.9,,,90,72.1,56,7.5,3.3,-1.6,20,9.38,0,,,101.5,101.06,100.2,93.48,93.11,92.32,14500,14500,14500,4.1,3.1,2.5,10.6,0,2.4,0,0.5,,,,07:20:00,19:58:00,12.63,7.33,19.97,4,4,14,16,3,6,,3,0.4,0,,,,5,0.6,0
2015-03-26,10.1,5.5,4.86,0.9,,,81,69.7,60,2.5,-0.2,-2.8,15,6.96,0,,,101.9,101.72,101.5,93.85,93.67,93.47,14500,12833.3,9700,4.3,3.7,3.4,12.5,0,0.5,0,0.5,,,,07:23:00,19:57:00,12.57,7.38,19.95,,,10,10,3,4,,4,2.6,0,,,,10,4.7,0
2015-03-25,7.2,0.35,0.32,-6.5,,-9,83,69.3,52,-1.7,-4.8,-9.1,11,5.96,0,,,102.2,102,101.9,93.98,93.86,93.75,14500,12825,8000,5.1,4.2,3.6,17.6,0,0,0,1,,,,07:25:00,19:55:00,12.5,7.42,19.92,4,4,6,6,-1,-1,,4,2,0,,,,10,4.2,0
2015-03-24,3.6,-0.55,-1.6,-4.7,,-9,84,71.8,55,-4.6,-6.2,-7.4,11,5.75,0,,,102.2,101.9,101.6,94,93.74,93.48,14500,13833.3,11300,4.2,3.5,2.9,18.6,0,0,0,0,,,,07:28:00,19:53:00,12.42,7.47,19.88,3,3,3,3,-4,-3,,4,1.9,0,,,,10,4.4,0
2015-03-23,-0.3,-6.3,-4.55,-12.3,,-14,95,76.7,64,-6.2,-8.2,-12,17,9.12,0,,,102.2,101.8,101.6,93.92,93.6,93.41,14500,12925,2400,4.2,3.4,2.8,24.3,0,0,0,0.5,,,,07:30:00,19:51:00,12.35,7.5,19.85,3,3,0,0,-5,-4,,4,3.4,0,,,,10,8.6,0
2015-03-22,-0.2,-5.3,-5.82,-10.4,,-13,97,78.5,63,-7.2,-9.1,-10.8,13,6.58,0,,,102.43,102.25,102.1,94.08,94,93.86,14500,9245.8,800,4.1,2.8,2.4,23.3,0,0,0,7,,,,07:32:00,19:49:00,12.28,7.53,19.82,3,3,-3,-3,-10,-9,,4,1.3,0,,,,10,5.6,0
2015-03-21,-3,-4.59,-4.16,-6.2,,-11,85,79.2,74,-6.2,-7.2,-8.3,26,18.96,7,37,12,102.1,101.87,101.7,93.87,93.69,93.59,14500,10158.3,600,3,2.5,2.3,22.6,0,0,0,3,,,,07:35:00,19:47:00,12.2,7.58,19.78,,,-1,-1,-6,-5,,4,3.6,1,,,,10,10,10
2015-03-20,-1.5,-2.8,-2.7,-4.1,,-10,89,80.5,73,-3.5,-5.6,-6.7,22,14.67,9,32,10,102.4,102.19,101.8,94.2,94.02,93.7,14500,12075,600,3.1,2.9,2.6,20.8,0,0,0,1.5,,,,07:37:00,19:46:00,12.15,7.62,19.77,,,-1,1,-4,-2,,4,3.8,1,,,,10,9.8,6
2015-03-19,4.6,1.09,1.38,-2.4,,-7,88,61.5,49,-3.5,-5.4,-6.9,20,11.17,0,,,101.8,101.65,101.5,93.74,93.58,93.4,14500,12995.8,800,5.2,3.5,2.7,16.9,0,0,0,0.5,,,,07:40:00,19:44:00,12.07,7.67,19.73,,,3,3,-4,-3,,4,2.6,0,,,,10,5.7,0
2015-03-18,11.6,4.59,3.9,-2.4,,-5,81,59.9,33,-0.7,-3.9,-7.1,24,10.04,6,33,31,101.9,101.72,101.5,93.85,93.67,93.51,14500,14500,14500,3.6,2.8,2.4,13.4,0,0,0,0,,,,07:42:00,19:42:00,12,7.7,19.7,3,3,10,10,-3,-3,,3,0.5,0,,,,5,0.3,0
2015-03-17,8.5,1.5,1.86,-5.5,,-6,88,71.5,55,0.8,-3,-6.6,20,10.92,0,33,14,103,102.48,101.9,94.86,94.35,93.87,14500,12816.7,8000,3.4,2.8,2.3,16.5,0,0,0,0,,,,07:45:00,19:40:00,11.92,7.75,19.67,3,3,8,8,-4,-4,,2,0.1,0,,,,0,0,0
2015-03-16,6.5,0.35,0.55,-5.8,,-8,74,55.9,33,-4.2,-7.7,-10.5,22,11.38,4,32,27,103.3,103.03,102.3,95.08,94.83,94.18,14500,14500,14500,4.1,3,2.5,17.6,0,0,0,0,,,,07:47:00,19:38:00,11.85,7.78,19.63,3,3,4,4,-5,-4,,4,0.3,0,,,,10,0.7,0
2015-03-15,8.2,3.2,1.7,-1.8,,-5,74,51.3,38,-4.8,-7.5,-10.7,39,14.71,4,50,31,102.2,101.35,100.1,94.09,93.34,92.26,14500,14500,14500,2.8,2.5,2.2,14.8,0,0,0,0,,,,07:50:00,19:36:00,11.77,7.83,19.6,3,3,4,4,-7,-6,,4,1,0,,,,10,2.2,0
2015-03-14,16.8,9.45,9.52,2.1,,,70,51.5,33,3.2,-0.5,-4.7,32,13.5,4,61,28,100.8,99.64,98.9,92.85,91.83,91.14,14500,14500,14500,3.7,3,2.6,8.6,0,4.5,0,0,,,,07:52:00,19:34:00,11.7,7.87,19.57,3,3,14,14,-2,-1,,3,0.6,0,,,,8,0.9,0
2015-03-13,15.1,7.7,6.8,0.3,,,77,61.5,38,3.4,-0.3,-3.9,24,10.79,0,35,21,102.5,101.97,100.9,94.39,93.94,92.97,14500,14500,14500,4,3.4,2.7,10.3,0,2.7,0,0,,,,07:54:00,19:33:00,11.65,7.9,19.55,3,3,14,14,3,4,,4,0.4,0,,,,10,1.1,0
2015-03-12,14,6.45,4.4,-1.1,,-5,87,72.4,40,2.9,-0.5,-3,13,8,4,,,102.2,101.72,101.4,94.1,93.66,93.32,14500,13166.7,9700,3.7,3,2.4,11.6,0,1.4,0,0,,,,07:57:00,19:31:00,11.57,7.95,19.52,3,3,13,13,0,2,,4,1,0,,,,10,1.7,0
2015-03-11,3.5,1.6,0.93,-0.3,,-3,87,77.3,70,-0.8,-2.6,-4,15,9.5,4,,,101.5,101.23,101.1,93.44,93.18,93.06,14500,14366.7,11300,3.2,2.9,2.6,16.4,0,0,0,0,,,,07:59:00,19:29:00,11.5,7.98,19.48,,,5,5,-1,0,,4,0.7,0,,,,10,1.1,0
2015-03-10,5.2,1.9,1.38,-1.4,,-6,84,69.5,51,-2,-3.7,-5,17,11,4,,,101.7,101.47,101.1,93.57,93.42,93.15,14500,14500,14500,3.7,3.2,2.8,16.1,0,0,0,0,,,,08:02:00,19:27:00,11.42,8.03,19.45,3,3,6,6,0,0,,4,2,0,,,,10,4.3,0
2015-03-09,10,4.55,5.12,-0.9,,,83,67,55,2.6,-0.8,-4,32,13.75,0,44,31,101.2,100.67,100.4,93.17,92.74,92.55,14500,14500,14500,3.8,2.9,2.5,13.4,0,0,0,0,,,,08:04:00,19:25:00,11.35,8.07,19.42,,,7,9,-5,-4,,4,1.7,0,,,,10,2.6,0
2015-03-08,11.5,4.75,5.24,-2,,,65,52.5,38,-1,-3.9,-7.4,20,11.48,0,32,20,101.8,101.19,100.6,93.73,93.19,92.68,14500,14500,14500,3.9,3.1,2.6,13.2,0,0,0,0,,,,08:06:00,19:23:00,11.28,8.1,19.38,,,9,9,4,5,,4,1.4,0,,,,10,2.5,0
2015-03-07,6.3,2.45,1.75,-1.4,,-5,74,56.9,41,-4.9,-6.1,-7.7,22,12.04,0,28,29,102.3,102.09,101.8,94.2,93.98,93.7,14500,14500,14500,3.9,2.9,2.5,15.6,0,0,0,0,,,,08:06:00,19:23:00,11.28,8.1,19.38,,,6,6,-2,-2,,3,0.3,0,,,,5,0.4,0
2015-03-06,6,2.9,3.79,-0.2,,-3,74,64.4,55,0,-2.4,-4.3,39,19.5,6,56,30,102.4,101.92,101.4,94.26,93.86,93.39,14500,14500,14500,3.2,2.8,2.5,15.1,0,0,0,0,,,,07:11:00,18:19:00,11.13,7.18,18.32,,,8,8,-3,-3,,4,2.3,0,,,,10,5.2,0
2015-03-05,5.9,-0.94,0.73,-7.8,,-12,64,54.7,49,-2.2,-7.4,-13.4,22,11.92,6,,,101.9,101.7,101.4,93.7,93.57,93.42,14500,14500,14500,4.2,3.6,2.9,18.9,0,0,0,0,,,,07:13:00,18:18:00,11.08,7.22,18.3,,,4,4,1,2,,4,1.1,0,,,,10,1.7,0
2015-03-04,-3.5,-11.1,-11.14,-18.7,,-26,65,54,48,-13.1,-18.6,-25.2,19,11.08,4,,,102.9,102.17,101.7,94.43,93.81,93.44,14500,14500,14500,4.8,3.8,3.1,29.1,0,0,0,0.5,,,,07:16:00,18:16:00,11,7.27,18.27,,,-3,-3,-10,-7,,3,0.4,0,,,,5,0.5,0
2015-03-03,-10.6,-14.7,-14.84,-18.8,,-26,69,53,42,-20.8,-22.4,-25.1,30,15.29,4,37,33,103.2,102.85,102.6,94.74,94.41,94.22,14500,14500,14500,3.7,3.1,2.6,32.7,0,0,0,0,,,,07:18:00,18:14:00,10.93,7.3,18.23,,,-10,-10,-22,-20,,0,0,0,,,,0,0,0
2015-03-02,-1.4,-8.6,-9,-15.8,,-24,85,65.5,53,-5.1,-14.4,-22,39,27.58,13,63,34,103.2,102.41,101.2,94.74,94.15,93.12,14500,10758.3,1900,3.6,2.8,2.5,26.6,0,0,0,0.5,,,,07:20:00,18:12:00,10.87,7.33,18.2,,,-14,-14,-19,-16,,4,2.2,0,,,,10,5.2,0
2015-03-01,-1.5,-7.95,-6.61,-14.4,,-17,86,68.7,52,-9.5,-11.6,-15.2,28,11.83,0,35,17,102.7,102.05,101.2,94.45,93.82,93.1,14500,14500,14500,3.9,3.4,3,25.9,0,0,0,1,,,,07:23:00,18:10:00,10.78,7.38,18.17,,,-1,-1,-12,-12,,4,1,0,,,,10,2.3,0
2015-02-28,-2.5,-8.85,-8.12,-15.2,,-19,80,69.5,58,-9.6,-12.8,-17.7,30,12,4,41,32,102.7,102.62,102.5,94.45,94.29,94.22,14500,14162.5,8000,3.8,3.1,2.5,26.9,0,0,0,0.5,,,,07:25:00,18:08:00,10.72,7.42,18.13,,,-3,-3,-14,-14,,4,2.5,0,,,,10,5.8,0
2015-02-27,-8.8,-10.8,-11.18,-12.8,,-20,82,73.2,68,-13.8,-15.1,-16.8,20,13.71,7,,,102.8,102.69,102.5,94.46,94.34,94.18,14500,11195.8,3900,3.7,3,2.5,28.8,0,0,0,0,,,,07:27:00,18:06:00,10.65,7.45,18.1,,,-10,-10,-17,-16,,4,2.7,0,,,,10,6.6,0
2015-02-26,-9.4,-14.39,-13.76,-19.4,,-28,73,64.4,57,-15.7,-19.1,-23.7,26,16.38,4,37,15,104,103.2,102.6,95.43,94.72,94.19,14500,14500,14500,3.4,3,2.8,32.4,0,0,0,0,,,,07:29:00,18:04:00,10.58,7.48,18.07,,,-9,-9,-15,-15,,4,0.6,0,,,,10,1.2,0
2015-02-25,-8.2,-13.5,-14.53,-18.8,,-26,78,71.7,60,-14.7,-18.5,-22.3,28,12.5,4,39,36,104.1,103.85,103,95.56,95.39,94.77,14500,14500,14500,3.5,2.9,2.2,31.5,0,0,0,0,,,,07:32:00,18:02:00,10.5,7.53,18.03,,,-14,-14,-21,-17,,4,1.7,0,,,,10,3.9,0
2015-02-24,6.8,-0.64,0.84,-8.1,,-18,91,75.3,46,-0.7,-3.3,-12.8,37,17.75,0,54,31,102.8,101.51,101,94.56,93.46,93.05,14500,11304.2,800,3.9,2.9,2.4,18.6,0,0,0,1,,,,07:34:00,18:00:00,10.43,7.57,18,,,0,7,-13,-11,,4,2.3,0,,,,10,6.1,0
2015-02-23,8.3,3.1,4,-2.1,,,85,68.4,54,0.8,-1.4,-5.6,22,12.08,0,37,28,102.3,102,101.7,94.13,93.91,93.63,14500,14500,14500,4.8,3.1,2.3,14.9,0,0,0,0.5,,,,07:36:00,17:58:00,10.37,7.6,17.97,,,8,8,0,0,,4,1.1,0,,,,10,1.3,0
2015-02-22,0.4,-7.99,-7.36,-16.4,,-22,76,62.3,46,-6.6,-13.6,-20.1,19,11.17,4,,,103.7,102.89,101.9,95.25,94.52,93.75,14500,14500,14500,3.7,3.4,3.2,26,0,0,0,0.5,,,,07:38:00,17:56:00,10.3,7.63,17.93,,,0,2,-3,0,,4,0.6,0,,,,10,1.3,0
2015-02-21,-6.9,-11.45,-12.55,-16,,-21,81,64.8,43,-11,-18.1,-22.6,22,10.21,0,,,104.2,103.9,103.2,95.7,95.45,94.86,14500,13083.3,3200,4.1,2.9,2.5,29.4,0,0,0,0,,,,07:41:00,17:54:00,10.22,7.68,17.9,,,-12,-12,-16,-14,,4,2,0,,,,10,5,0
2015-02-20,3.5,-1.7,-2.85,-6.9,,-14,86,74.8,63,-0.4,-6.7,-10.3,26,18.12,7,39,35,103,102.27,101.4,94.73,94.1,93.36,14500,12450,2300,2.8,2.4,1.9,19.7,0,0,0,0,,,,07:43:00,17:53:00,10.17,7.72,17.88,,,-8,-8,-17,-16,,4,3.7,1,,,,10,9.7,7
2015-02-19,6.5,2.95,3.1,-0.6,,-2,88,72,55,0.5,-1.7,-2.8,28,16.46,0,54,31,101.3,101.23,101.1,93.33,93.2,93.1,14500,12841.7,3900,5.2,3.4,2.4,15.1,0,0,0,1,,,,07:45:00,17:51:00,10.1,7.75,17.85,,,5,6,-3,-2,,4,2.8,0,,,,10,6.6,0
2015-02-18,4.9,-0.94,-1.07,-6.8,,-9,86,77,58,-1.7,-4.7,-8.8,7,3.25,0,,,102.1,101.68,101.2,93.89,93.53,93.15,14500,10404.2,8000,5.9,4.3,3.3,18.9,0,0,0,0.5,,,,07:47:00,17:49:00,10.03,7.78,17.82,,,-1,1,-1,-1,,4,3.4,0,,,,10,8.4,0
2015-02-17,-6.1,-12.55,-10.93,-19,,-20,90,82.6,71,-7.8,-13.3,-19.3,17,6.71,0,,,103.5,102.87,102.2,95.09,94.48,93.9,14500,9666.7,3200,5.6,4.4,3.3,30.6,0,0,0,0,,,,07:49:00,17:47:00,9.97,7.82,17.78,,,-5,-5,-16,-7,,4,2.3,0,,,,10,5.1,0
2015-02-16,1.5,-6.7,-7.18,-14.9,,-16,86,75.6,68,-4.5,-10.8,-16.9,28,11.08,0,35,4,103.7,103.44,103,95.35,95.14,94.85,14500,13525,5600,4.4,2.9,2.2,24.7,0,0,0,0,,,,07:51:00,17:45:00,9.9,7.85,17.75,,,-10,-10,-17,-16,,4,3.5,0,,,,10,9.1,0
