MEETING_ID,MEETING_TYPE,RECORD_TYPE,MEETING_DATE,MEETING_TIME,MEETING_LOCATION
1138,LRT Governance Board Committee,Minutes,06/19/2014 12:00:00 AM,10:30 AM,Council Chamber
1244,City Council Public Hearing,Minutes,06/24/2014 12:00:00 AM,1:30 pm,Council Chamber
1245,City Council,Minutes,06/25/2014 12:00:00 AM,1:30 PM,Council Chamber
1252,Executive Committee,Minutes,07/02/2014 12:00:00 AM,9:30 AM,River Valley Room
1250,Utility Committee,Minutes,07/03/2014 12:00:00 AM,9:30 AM,River Valley Room
1251,Community Services Committee,Minutes,07/07/2014 12:00:00 AM,9:30 am,River Valley Room
1341,Special Executive Committee,Minutes,07/08/2014 12:00:00 AM,9:30 am,River Valley Room
1253,Transportation Committee,Minutes,07/09/2014 12:00:00 AM,9:30 am,River Valley Room
1254,Community Standards and Licence Appeal Committee,Minutes,07/10/2014 12:00:00 AM,9:30 AM,Churchill Building
1256,City Council Public Hearing,Minutes,07/14/2014 12:00:00 AM,1:30 pm,Council Chamber
1255,Council Services Committee,Minutes,07/14/2014 12:00:00 AM,9:30 am,Councillors' Boardroom
1257,City Council,Minutes,07/16/2014 12:00:00 AM,9:30 am,Council Chamber
1342,LRT Governance Board Committee,Minutes,08/06/2014 12:00:00 AM,10:30 AM,River Valley Room
1261,Community Services Committee,Minutes,08/18/2014 12:00:00 AM,9:30 am,River Valley Room
1262,Executive Committee,Minutes,08/19/2014 12:00:00 AM,9:30 AM,River Valley Room
1263,Transportation Committee,Minutes,08/20/2014 12:00:00 AM,9:30 am,River Valley Room
1264,Community Standards and Licence Appeal Committee,Minutes,08/21/2014 12:00:00 AM,9:30 AM,Churchill Building
1266,City Council Public Hearing,Minutes,08/25/2014 12:00:00 AM,1:30 pm,Council Chamber
1267,City Council,Minutes,08/27/2014 12:00:00 AM,9:30 am,Council Chamber
1268,Executive Committee,Minutes,09/02/2014 12:00:00 AM,9:30 AM,River Valley Room
1269,Community Services Committee,Minutes,09/03/2014 12:00:00 AM,9:30 am,River Valley Room
1273,City Council Public Hearing,Minutes,09/08/2014 12:00:00 AM,1:30 pm,Council Chamber
1365,Special City Council,Minutes,09/08/2014 12:00:00 AM,3:45 PM,Council Chamber
1272,Audit Committee,Minutes,09/08/2014 12:00:00 AM,9:30 am,River Valley Room
1248,LRT Governance Board Committee,Minutes,09/09/2014 12:00:00 AM,10:30 AM,River Valley Room
1275,City Council,Minutes,09/10/2014 12:00:00 AM,9:30 am,Council Chamber
1276,Community Standards and Licence Appeal Committee,Minutes,09/11/2014 12:00:00 AM,9:30 AM,Churchill Building
1278,Executive Committee,Minutes,09/16/2014 12:00:00 AM,9:30 AM,River Valley Room
1279,Transportation Committee,Minutes,09/17/2014 12:00:00 AM,9:30 am,River Valley Room
1280,Utility Committee,Minutes,09/18/2014 12:00:00 AM,9:30 AM,River Valley Room
1282,City Council Public Hearing,Minutes,09/22/2014 12:00:00 AM,1:30 pm,Council Chamber
1283,City Council,Minutes,09/23/2014 12:00:00 AM,9:30 am,Council Chamber
1284,Community Services Committee,Minutes,09/29/2014 12:00:00 AM,9:30 am,River Valley Room
1285,Executive Committee,Minutes,09/30/2014 12:00:00 AM,9:30 AM,Council Chamber
1286,Transportation Committee,Minutes,10/01/2014 12:00:00 AM,9:30 am,River Valley Room
1287,Community Standards and Licence Appeal Committee,Minutes,10/02/2014 12:00:00 AM,9:30 AM,Churchill Building
1291,City Council Public Hearing,Minutes,10/06/2014 12:00:00 AM,1:30 pm,Council Chamber
1292,City Council,Minutes,10/08/2014 12:00:00 AM,9:30 am,Council Chamber
1293,Executive Committee,Minutes,10/14/2014 12:00:00 AM,9:30 AM,River Valley Room
1295,Transportation Committee,Minutes,10/15/2014 12:00:00 AM,1:30 PM,River Valley Room
1368,Special Community Services Committee,Minutes,10/15/2014 12:00:00 AM,4:00 PM,Office of the Councillors' Boardroom
1294,Community Services Committee,Minutes,10/15/2014 12:00:00 AM,9:30 am,River Valley Room
1297,City Council Public Hearing,Minutes,10/20/2014 12:00:00 AM,1:30 pm,Council Chamber
1290,Council Services Committee,Minutes,10/20/2014 12:00:00 AM,9:30 am,Councillors' Boardroom
1298,City Council,Minutes,10/22/2014 12:00:00 AM,9:30 am,Council Chamber
1299,Community Services Committee,Minutes,10/27/2014 12:00:00 AM,9:30 am,River Valley Room
1370,Special City Council,Minutes,10/28/2014 12:00:00 AM,1:30 PM,Council Chamber
1300,Executive Committee,Minutes,10/28/2014 12:00:00 AM,9:30 AM,River Valley Room
1301,Transportation Committee,Minutes,10/29/2014 12:00:00 AM,9:30 am,River Valley Room
1302,Utility Committee,Minutes,10/30/2014 12:00:00 AM,9:30 AM,River Valley Room
1304,City Council Public Hearing,Minutes,11/03/2014 12:00:00 AM,1:30 pm,Council Chamber
1364,City Council,Minutes,11/04/2014 12:00:00 AM,9:30 am,Council Chamber
1305,City Council,Minutes,11/05/2014 12:00:00 AM,9:30 am,Council Chamber
1306,Executive Committee,Minutes,11/12/2014 12:00:00 AM,9:30 AM,River Valley Room
1308,Transportation Committee,Minutes,11/13/2014 12:00:00 AM,1:30 PM,River Valley Room
1307,Community Services Committee,Minutes,11/13/2014 12:00:00 AM,9:30 am,River Valley Room
1474,CM and CA Performance Review Committee,Minutes,11/14/2014 12:00:00 AM,9:00 AM,OCC Boardroom
1310,City Council Public Hearing,Minutes,11/17/2014 12:00:00 AM,1:30 pm,Council Chamber
1312,City Council,Minutes,11/19/2014 12:00:00 AM,9:30 am,Council Chamber
1313,Community Standards and Licence Appeal Committee,Minutes,11/20/2014 12:00:00 AM,9:30 AM,Churchill Building
1314,City Council,Minutes,11/24/2014 12:00:00 AM,9:30 am,Council Chamber
1494,Audit Selection Committee,Minutes,11/25/2014 12:00:00 AM,3:45 PM,River Valley Room
1311,Audit Committee,Minutes,11/25/2014 12:00:00 AM,9:30 am,River Valley Room
1495,CM and CA Performance Review Committee,Minutes,12/05/2014 12:00:00 AM,9:30 am,OCC Boardroom
1496,City Council Budget,Past,12/12/2014 12:00:00 AM,9:30 am,Council Chamber
1316,Agenda Review Committee,Past,12/15/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1317,City Council Public Hearing,Minutes,12/15/2014 12:00:00 AM,1:30 pm,Council Chamber
1139,LRT Governance Board Committee,Minutes,12/16/2014 12:00:00 AM,10:30 AM,River Valley Room
1318,City Council,Minutes,12/17/2014 12:00:00 AM,9:30 am,Council Chamber
1315,City Council Budget,Minutes,11/26/2014 12:00:00 AM,9:30 am,Council Chamber
1497,Special City Council,Past,12/31/2014 12:00:00 AM,9:30 am,Council Chamber
1374,Agenda Review Committee,Past,01/12/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1373,Community Services Committee,Minutes,01/19/2015 12:00:00 AM,9:30 am,River Valley Room
1372,Executive Committee,Minutes,01/20/2015 12:00:00 AM,9:30 AM,Council Chamber
1371,Transportation Committee,Minutes,01/21/2015 12:00:00 AM,1:30 PM,River Valley Room
1506,Special City Council,Minutes,01/21/2015 12:00:00 AM,9:30 am,Heritage Room
1375,Agenda Review Committee,Past,01/26/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1377,City Council,Minutes,01/27/2015 12:00:00 AM,9:30 am,Council Chamber
1376,City Council Public Hearing,Minutes,01/26/2015 12:00:00 AM,1:30 pm,Council Chamber
1520,Special City Council,Past,02/02/2015 12:00:00 AM,1:30 PM,Council Chamber
1380,Executive Committee,Minutes,02/03/2015 12:00:00 AM,9:30 AM,River Valley Room
1379,Community Services Committee,Minutes,02/02/2015 12:00:00 AM,9:30 am,River Valley Room
1381,Transportation Committee,Minutes,02/04/2015 12:00:00 AM,9:30 am,River Valley Room
1382,Council Services Committee,Minutes,02/09/2015 12:00:00 AM,9:30 am,Councillors' Boardroom
1498,City Council Public Hearing,Minutes,02/09/2015 12:00:00 AM,1:30 pm,Council Chamber
1383,City Council,Minutes,02/10/2015 12:00:00 AM,9:30 am,Council Chamber
1384,Audit Committee,Minutes,02/11/2015 12:00:00 AM,1:30 PM,River Valley Room
1386,Agenda Review Committee,Past,02/17/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1387,Community Services Committee,Minutes,02/23/2015 12:00:00 AM,9:30 am,River Valley Room
1388,Executive Committee,Minutes,02/24/2015 12:00:00 AM,9:30 AM,River Valley Room
1389,Transportation Committee,Minutes,02/25/2015 12:00:00 AM,9:30 am,River Valley Room
1390,Utility Committee,Minutes,02/26/2015 12:00:00 AM,9:30 AM,River Valley Room
1391,Agenda Review Committee,Past,03/02/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1392,City Council Public Hearing,Minutes,03/02/2015 12:00:00 AM,1:30 pm,Council Chamber
1499,LRT Governance Board Committee,Minutes,03/02/2015 12:00:00 AM,10:30 AM,River Valley Room
1522,City Council Public Hearing,Past,03/04/2015 12:00:00 AM,1:15 PM,Council Chamber
1393,City Council,Minutes,03/03/2015 12:00:00 AM,9:30 am,Council Chamber
1521,CM and CA Performance Review Committee,Minutes,03/02/2015 12:00:00 AM,9:30 am,River Valley Room
1397,Community Services Committee,Minutes,03/05/2015 12:00:00 AM,9:30 am,Councillors' Boardroom
1395,Community Services Committee,Minutes,03/09/2015 12:00:00 AM,9:30 am,River Valley Room
1398,Transportation Committee,Minutes,03/11/2015 12:00:00 AM,9:30 am,River Valley Room
1396,Executive Committee,Minutes,03/10/2015 12:00:00 AM,9:30 AM,River Valley Room
1399,Executive Committee,Minutes,03/12/2015 12:00:00 AM,1:30 PM,Councillors' Boardroom
1400,Agenda Review Committee,Past,03/16/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1510,Community Standards and Licence Appeal Committee,Minutes,02/05/2015 12:00:00 AM,9:30 AM,Churchill Building
1511,Community Standards and Licence Appeal Committee,Minutes,02/11/2015 12:00:00 AM,9:30 AM,Churchill Building
1512,Community Standards and Licence Appeal Committee,Past,03/18/2015 12:00:00 AM,1:30 pm,Churchill Building
1401,City Council Public Hearing,Minutes,03/16/2015 12:00:00 AM,1:30 pm,Council Chamber
1402,City Council,Minutes,03/17/2015 12:00:00 AM,9:30 am,Council Chamber
1403,Community Services Committee,Minutes,03/19/2015 12:00:00 AM,8:30 AM,Councillors' Boardoom
1404,Community Services Committee,Minutes,03/23/2015 12:00:00 AM,9:30 am,River Valley Room
1555,Special Community Services Committee,Minutes,08/17/2015 12:00:00 AM,12:00 PM,Councillors' Boardroom
1537,City Council,Past,06/07/2015 12:00:00 AM,9:30 am,Council Chamber
1408,Agenda Review Committee,Past,04/13/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1459,City Council Public Hearing,Minutes,09/08/2015 12:00:00 AM,1:30 pm,Council Chamber
1432,City Council,Minutes,06/10/2015 12:00:00 AM,9:30 am,Council Chamber
1515,Community Standards and Licence Appeal Committee,Minutes,07/09/2015 12:00:00 AM,9:30 AM,Churchill Building
1564,City Manager Recruitment Committee,Minutes,09/30/2015 12:00:00 AM,12:00 PM,OCC
1447,City Council,Minutes,07/07/2015 12:00:00 AM,9:30 am,Council Chamber
1540,Special Transportation Committee,Past,06/17/2015 12:00:00 AM,12:00 PM,NA
1534,Community Standards and Licence Appeal Committee,Minutes,06/02/2015 12:00:00 AM,9:30 AM,Churchill Building
1452,Agenda Review Committee,Past,08/24/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1565,Audit Committee,Past,02/01/2015 12:00:00 AM,9:30 am,River Valley Room
1517,Community Standards and Licence Appeal Committee,Minutes,09/10/2015 12:00:00 AM,9:30 AM,Churchill Building
1417,City Council,Minutes,04/28/2015 12:00:00 AM,9:30 am,Council Chamber
1529,Special Audit Committee,Minutes,04/15/2015 12:00:00 AM,6:30 PM,Councillors' Boardroom
1544,Special Audit Committee,Minutes,08/24/2015 12:00:00 AM,9:30 am,River Valley Room
1431,City Council Public Hearing,Minutes,06/09/2015 12:00:00 AM,1:30 pm,Council Chamber
1454,City Council,Minutes,08/25/2015 12:00:00 AM,9:30 am,Council Chamber
1436,Agenda Review Committee,Past,06/22/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1427,Community Services Committee,Minutes,05/25/2015 12:00:00 AM,9:30 am,River Valley Room
1559,Special Executive Committee,Minutes,09/16/2015 12:00:00 AM,1:30 PM,Council Chamber
1562,CM and CA Performance Review Committee,Minutes,09/22/2015 12:00:00 AM,12:00 PM,OCC Boardroom
1405,Transportation Committee,Minutes,03/25/2015 12:00:00 AM,9:30 am,River Valley Room
1439,City Council,Minutes,06/23/2015 12:00:00 AM,9:30 am,Council Chamber
1546,CM and CA Performance Review Committee,Minutes,07/07/2015 12:00:00 AM,12:15 PM,OCC Boardroom
1420,Community Services Committee,Minutes,05/04/2015 12:00:00 AM,9:30 am,River Valley Room
1435,Transportation Committee,Minutes,06/17/2015 12:00:00 AM,2:00 PM,River Valley Room
1461,Community Services Committee,Minutes,09/14/2015 12:00:00 AM,9:30 am,River Valley Room
1467,Community Services Committee,Minutes,10/05/2015 12:00:00 AM,9:30 am,River Valley Room
1502,LRT Governance Board Committee,Minutes,08/26/2015 12:00:00 AM,10:30 AM,River Valley Room
1441,Utility Committee,Minutes,06/25/2015 12:00:00 AM,9:30 AM,River Valley Room
1460,City Council,Minutes,09/09/2015 12:00:00 AM,9:30 am,Council Chamber
1443,Transportation Committee,Minutes,06/29/2015 12:00:00 AM,1:30 PM,Council Chamber
1450,Executive Committee,Minutes,08/18/2015 12:00:00 AM,9:30 AM,River Valley Room
1421,Executive Committee,Minutes,05/05/2015 12:00:00 AM,9:30 AM,River Valley Room
1423,City Council Public Hearing,Minutes,05/11/2015 12:00:00 AM,1:30 pm,Council Chamber
1533,Community Standards and Licence Appeal Committee,Minutes,05/14/2015 12:00:00 AM,1:30 pm,Churchill Building
1406,Executive Committee,Minutes,03/26/2015 12:00:00 AM,9:30 AM,Councillors' Lounge
1446,City Council Public Hearing,Minutes,07/06/2015 12:00:00 AM,1:30 pm,Council Chamber
1532,Special Community Services Committee,Minutes,05/20/2015 12:00:00 AM,9:30 am,River Valley Room
1429,Transportation Committee,Minutes,05/27/2015 12:00:00 AM,9:30 am,Council Chambers
1514,Community Standards and Licence Appeal Committee,Minutes,06/18/2015 12:00:00 AM,9:30 AM,Churchill Building
1437,Audit Committee,Minutes,06/22/2015 12:00:00 AM,9:30 am,River Valley Room
1568,Audit Selection Committee,Past,09/08/2015 12:00:00 AM,3:30 PM,Councillor's Boardroom
1449,Community Services Committee,Minutes,08/17/2015 12:00:00 AM,9:30 am,River Valley Room
1415,Agenda Review Committee,Past,04/27/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1536,Special Audit Committee,Agenda,05/25/2015 12:00:00 AM,4:00 PM,Councillors' Boardroom
1430,Agenda Review Committee,Past,06/09/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1412,Community Services Committee,Minutes,04/20/2015 12:00:00 AM,9:30 am,River Valley Room
1453,City Council Public Hearing,Minutes,08/24/2015 12:00:00 AM,1:30 pm,Council Chamber
1414,Transportation Committee,Minutes,04/22/2015 12:00:00 AM,9:30 am,River Valley Room
1422,Transportation Committee,Minutes,05/06/2015 12:00:00 AM,9:30 am,River Valley Room
1500,LRT Governance Board Committee,Minutes,05/11/2015 12:00:00 AM,10:30 AM,River Valley Room
1513,Community Standards and Licence Appeal Committee,Agenda,04/16/2015 12:00:00 AM,9:30 AM,Churchill Building
1416,City Council Public Hearing,Minutes,04/27/2015 12:00:00 AM,1:30 pm,Council Chamber
1560,Special CS and LA Committee,Minutes,09/21/2015 12:00:00 AM,10:00 AM,Churchill Building
1456,Community Services Committee,Minutes,08/31/2015 12:00:00 AM,9:30 am,River Valley Room
1413,Executive Committee,Minutes,04/21/2015 12:00:00 AM,9:30 AM,River Valley Room
1464,Agenda Review Committee,Past,09/21/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1433,Community Services Committee,Minutes,06/15/2015 12:00:00 AM,9:30 am,Council Chamber
1465,City Council Public Hearing,Minutes,09/21/2015 12:00:00 AM,1:30 pm,Council Chamber
1563,Special City Council,Minutes,09/21/2015 12:00:00 AM,9:30 am,Council Chamber
1425,Agenda Review Committee,Past,05/19/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1462,Executive Committee,Minutes,09/15/2015 12:00:00 AM,9:30 AM,River Valley Room
1518,Community Standards and Licence Appeal Committee,Past,10/01/2015 12:00:00 AM,9:30 AM,Churchill Building
1445,Council Services Committee,Minutes,07/06/2015 12:00:00 AM,9:30 am,Councillors' Boardroom
1516,Community Standards and Licence Appeal Committee,Minutes,08/20/2015 12:00:00 AM,9:30 AM,Churchill Building
1463,Transportation Committee,Minutes,09/16/2015 12:00:00 AM,9:30 am,River Valley Room
1531,Special Executive Committee,Minutes,05/13/2015 12:00:00 AM,9:30 AM,River Valley Room
1419,Utility Committee,Minutes,04/30/2015 12:00:00 AM,9:30 AM,River Valley Room
1438,City Council Public Hearing,Minutes,06/22/2015 12:00:00 AM,1:30 pm,Council Chamber
1434,Executive Committee,Minutes,06/16/2015 12:00:00 AM,9:30 AM,River Valley Room
1457,Transportation Committee,Minutes,09/02/2015 12:00:00 AM,9:30 am,River Valley Room
1455,Utility Committee,Minutes,08/27/2015 12:00:00 AM,9:30 AM,River Valley Room
1554,Special City Council,Minutes,08/17/2015 12:00:00 AM,1:30 PM,Council Chamber
1545,Special Executive Committee,Minutes,07/08/2015 12:00:00 AM,9:30 am,River Valley Room
1428,Executive Committee,Minutes,05/26/2015 12:00:00 AM,9:30 AM,River Valley Room
1424,City Council,Minutes,05/12/2015 12:00:00 AM,9:30 am,Council Chamber
1411,City Council,Minutes,04/14/2015 12:00:00 AM,9:30 am,Council Chamber
1458,Agenda Review Committee,Past,09/08/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1557,LRT Governance Board Committee,Minutes,09/04/2015 12:00:00 AM,2:30 PM,River Valley Room
1448,Agenda Review Committee,Past,08/10/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1409,City Council Public Hearing,Minutes,04/13/2015 12:00:00 AM,1:30 pm,Council Chamber
1410,Audit Committee,Minutes,04/15/2015 12:00:00 AM,1:30 PM,River Valley Room
1548,Special Audit Committee,Minutes,07/08/2015 12:00:00 AM,12:00 PM,Councillors' Boardroom
1550,CM and CA Performance Review Committee,Minutes,09/04/2015 12:00:00 AM,9:00 AM,Councillors' Boardroom
1541,Transportation Committee,Minutes,06/15/2015 12:00:00 AM,9:00 AM,Councillors Boardroom
1426,City Council,Minutes,05/20/2015 12:00:00 AM,1:30 PM,Council Chamber
1385,Executive Committee,Minutes,03/24/2015 12:00:00 AM,9:30 AM,River Valley Room
1418,City Council,Minutes,04/29/2015 12:00:00 AM,9:30 am,Council Chamber
1466,City Council,Minutes,09/22/2015 12:00:00 AM,9:30 am,Council Chamber
1440,City Council,Minutes,06/24/2015 12:00:00 AM,9:30 am,River Valley Room
1501,LRT Governance Board Committee,Minutes,07/09/2015 12:00:00 AM,10:30 AM,River Valley Room
1451,Transportation Committee,Minutes,08/19/2015 12:00:00 AM,9:30 am,River Valley Room
1444,Executive Committee,Minutes,06/30/2015 12:00:00 AM,9:30 AM,River Valley Room
1442,Community Services Committee,Minutes,06/29/2015 12:00:00 AM,9:30 am,River Valley Room
1469,Transportation Committee,Minutes,10/07/2015 12:00:00 AM,9:30 am,River Valley Room
1525,Executive Committee,Minutes,09/01/2015 12:00:00 AM,9:30 AM,River Valley Room
1569,Audit Selection Committee,Minutes,10/08/2015 12:00:00 AM,3:30 PM,Councillor's Boardroom
1470,Audit Committee,Minutes,10/08/2015 12:00:00 AM,1:30 PM,River Valley Room
1468,Executive Committee,Minutes,10/05/2015 12:00:00 AM,1:30 PM,River Valley Room
1567,Special City Council,Minutes,10/14/2015 12:00:00 AM,9:00 AM,Amiskwaciy Academy
1471,Agenda Review Committee,Past,10/19/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1575,Special CS and LA Committee,Minutes,10/15/2015 12:00:00 AM,9:30 AM,River Valley Room
1572,City Manager Recruitment Committee,Minutes,10/20/2015 12:00:00 AM,12:00 PM,Councillors' Boardroom
1472,Council Services Committee,Minutes,10/19/2015 12:00:00 AM,9:30 am,River Valley Room
1473,City Council Public Hearing,Minutes,10/19/2015 12:00:00 AM,1:30 pm,Council Chamber
1579,City Council,Minutes,10/21/2015 12:00:00 AM,1:30 PM,Councillors' Boardroom
1475,City Council,Minutes,10/20/2015 12:00:00 AM,9:30 am,Council Chamber
1583,Special CS and LA Committee,Past,10/26/2015 12:00:00 AM,9:30 AM,Hearing Room 3
1477,Community Services Committee,Minutes,10/26/2015 12:00:00 AM,9:30 am,River Valley Room
1478,Executive Committee,Minutes,10/27/2015 12:00:00 AM,9:30 AM,River Valley Room
1479,Transportation Committee,Minutes,10/28/2015 12:00:00 AM,9:30 am,River Valley Room
1482,Agenda Review Committee,Past,11/02/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1480,Utility Committee,Minutes,10/29/2015 12:00:00 AM,9:30 AM,River Valley Room
1573,City Manager Recruitment Committee,Minutes,10/22/2015 12:00:00 AM,8:00 AM,Councillors'  Boardroom
1483,City Council Public Hearing,Minutes,11/02/2015 12:00:00 AM,1:30 pm,Council Chamber
1570,Special Utility Committee,Past,11/05/2015 12:00:00 AM,9:30 am,River Valley Room
1481,City Council,Minutes,11/03/2015 12:00:00 AM,9:30 am,Council Chamber
1610,City Manager Recruitment Committee,Minutes,11/05/2015 12:00:00 AM,9:00 AM,Councillors' Boardroom
1484,Community Services Committee,Minutes,11/09/2015 12:00:00 AM,9:30 am,River Valley Room
1571,LRT Governance Board Committee,Minutes,11/09/2015 12:00:00 AM,12:00 PM,River Valley Room
1486,Executive Committee,Minutes,11/10/2015 12:00:00 AM,9:30 AM,River Valley Room
1519,Community Standards and Licence Appeal Committee,Minutes,11/05/2015 12:00:00 AM,9:30 AM,Churchill Building
1485,Transportation Committee,Minutes,11/09/2015 12:00:00 AM,1:30 PM,River Valley Room
1488,Agenda Review Committee,Past,11/16/2015 12:00:00 AM,8:30 AM,Mayor's Boardroom
1487,Audit Committee,Minutes,11/12/2015 12:00:00 AM,1:30 PM,River Valley Room
1489,City Council Public Hearing,Minutes,11/16/2015 12:00:00 AM,1:30 pm,Council Chamber
1490,City Council,Minutes,11/17/2015 12:00:00 AM,9:30 am,Council Chamber
1491,City Council,Minutes,11/18/2015 12:00:00 AM,9:30 am,Councillors' Boardroom
1492,City Council,Minutes,11/23/2015 12:00:00 AM,1:30 PM,Council Chamber
1503,LRT Governance Board Committee,Minutes,11/25/2015 12:00:00 AM,10:30 AM,River Valley Room
1576,Special Executive Committee,Minutes,11/26/2015 12:00:00 AM,9:30 am,River Valley Room
1640,City Manager Recruitment Committee,Minutes,12/02/2015 12:00:00 AM,12:00 PM,Councillors' Boardroom
1638,CM and CA Performance Review Committee,Minutes,11/25/2015 12:00:00 AM,9:30 am,Bunker
1670,CM and CA Performance Review Committee,Minutes,12/08/2015 12:00:00 AM,12:00 PM,OCC Boardroom
1577,Special Executive Committee,Minutes,12/07/2015 12:00:00 AM,9:30 am,River Valley Room
1639,Special City Council,Minutes,12/03/2015 12:00:00 AM,3:45 PM,Council Chamber
1523,City Council Budget,Minutes,11/27/2015 12:00:00 AM,9:30 am,Council Chamber
1504,City Council Public Hearing,Minutes,12/14/2015 12:00:00 AM,1:30 pm,Council Chamber
1505,City Council,Minutes,12/15/2015 12:00:00 AM,9:30 am,Council Chamber
1584,Agenda Review Committee,Past,01/11/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1581,Executive Committee,Minutes,01/19/2016 12:00:00 AM,9:30 AM,River Valley Room
1740,Special Audit Committee,Minutes,01/20/2016 12:00:00 AM,12:00 PM,OCC Boardroom
1585,Community Services Committee,Minutes,01/18/2016 12:00:00 AM,9:30 am,River Valley Room
1586,Transportation Committee,Minutes,01/20/2016 12:00:00 AM,9:30 am,River Valley Room
1738,City Manager Recruitment Committee,Minutes,01/18/2016 12:00:00 AM,12:00 PM,Councillors' Boardroom
1587,Agenda Review Committee,Past,01/25/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1588,City Council Public Hearing,Minutes,01/25/2016 12:00:00 AM,1:30 pm,Council Chamber
1589,City Council,Minutes,01/26/2016 12:00:00 AM,9:30 am,Council Chamber
1591,Community Services Committee,Minutes,02/01/2016 12:00:00 AM,9:30 am,River Valley Room
1741,Community Standards and Licence Appeal Committee,Agenda,02/04/2016 12:00:00 AM,9:30 AM,Hearing Room 3
1593,Transportation Committee,Minutes,02/03/2016 12:00:00 AM,9:30 am,River Valley Room
1592,Executive Committee,Minutes,02/02/2016 12:00:00 AM,9:30 AM,River Valley Room
1594,Agenda Review Committee,Past,02/08/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1736,CM and CA Performance Review Committee,Minutes,02/08/2016 12:00:00 AM,12:00 PM,OCC Boardroom
1595,Agenda Review Committee,Past,02/16/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1672,Special City Council,Agenda,02/26/2016 12:00:00 AM,1:30 PM,Council Chamber
1671,City Council,Minutes,02/16/2016 12:00:00 AM,9:30 am,Council Chamber
1597,City Council Public Hearing,Minutes,02/17/2016 12:00:00 AM,1:30 pm,Council Chamber
1596,Council Services Committee,Minutes,02/19/2016 12:00:00 AM,9:30 am,Councillors' Boardroom
1742,City Manager Recruitment Committee,Minutes,02/19/2016 12:00:00 AM,12:00 PM,OCC
1566,Audit Committee,Minutes,02/19/2016 12:00:00 AM,1:30 PM,River Valley Room
1609,Community Services Committee,Minutes,02/22/2016 12:00:00 AM,9:30 am,River Valley Room
1635,Transportation Committee,Minutes,02/24/2016 12:00:00 AM,9:30 am,River Valley Room
1668,LRT Governance Board Committee,Minutes,02/23/2016 12:00:00 AM,10:30 AM,Council Chamber
1598,Executive Committee,Minutes,02/23/2016 12:00:00 AM,9:30 AM,River Valley Room
1653,Agenda Review Committee,Past,02/29/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1582,Utility Committee,Minutes,02/26/2016 12:00:00 AM,9:30 AM,River Valley Room
1677,City Council Public Hearing,Minutes,02/29/2016 12:00:00 AM,1:30 pm,Council Chamber
1547,City Council,Minutes,03/01/2016 12:00:00 AM,9:30 am,Council Chamber
1745,Community Services Committee,Minutes,03/03/2016 12:00:00 AM,9:30 am,Councillors' Boardroom
1737,CM and CA Performance Review Committee,Minutes,03/07/2016 12:00:00 AM,12:00 PM,OCC Boardroom
1599,Executive Committee,Minutes,03/08/2016 12:00:00 AM,9:30 AM,River Valley Room
1613,Community Services Committee,Minutes,03/07/2016 12:00:00 AM,9:30 am,River Valley Room
1636,Transportation Committee,Minutes,03/09/2016 12:00:00 AM,9:30 am,River Valley Room
1749,Community Standards and Licence Appeal Committee,Agenda,03/18/2016 12:00:00 AM,9:30 AM,Hearing Room 3
1654,Agenda Review Committee,Past,03/14/2016 12:00:00 AM,8:30 AM,Mayor's Boardroom
1746,Executive Committee,Minutes,03/10/2016 12:00:00 AM,1:30 PM,Councillor's Boardroom
1748,Community Services Committee,Past,03/17/2016 12:00:00 AM,9:30 am,Councillors' Boardroom
1678,City Council Public Hearing,Minutes,03/14/2016 12:00:00 AM,1:30 pm,Council Chamber
1265,Agenda Review Committee,Past,08/25/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1330,Special City Council,Minutes,04/23/2014 12:00:00 AM,9:30 am,Heritage Room
1309,Agenda Review Committee,Past,11/17/2014 12:00:00 AM,8:30 AM,Mayor's Boardroom
1151,Agenda Review Committee,Past,11/04/2013 12:00:00 AM,8:30 AM,Mayor's Boardroom
