91 ==> 571 #SUP: 1617 #CONF: 0.9197952218430034 #LIFT: 1.147547397319823
91 ==> 607 #SUP: 1495 #CONF: 0.8503981797497155 #LIFT: 1.1274090267437553
91 ==> 638 #SUP: 1594 #CONF: 0.906712172923777 #LIFT: 1.0863118612071305
114 ==> 571 #SUP: 4934 #CONF: 0.917953488372093 #LIFT: 1.1452496288590723
114 ==> 586 #SUP: 2931 #CONF: 0.5453023255813954 #LIFT: 1.1769032617514348
114 ==> 607 #SUP: 4554 #CONF: 0.8472558139534884 #LIFT: 1.1232430587909075
114 ==> 619 #SUP: 2842 #CONF: 0.5287441860465116 #LIFT: 1.0965822120964621
114 ==> 638 #SUP: 4487 #CONF: 0.8347906976744186 #LIFT: 1.0001443275928432
114 ==> 640 #SUP: 2717 #CONF: 0.5054883720930232 #LIFT: 1.1193572240732201
118 ==> 638 #SUP: 1334 #CONF: 1.0 #LIFT: 1.198077949813134
317 ==> 571 #SUP: 1367 #CONF: 0.8117577197149644 #LIFT: 1.0127585318900267
317 ==> 607 #SUP: 1294 #CONF: 0.7684085510688836 #LIFT: 1.0187118897139653
317 ==> 638 #SUP: 1419 #CONF: 0.8426365795724465 #LIFT: 1.0095443056917084
569 ==> 586 #SUP: 1406 #CONF: 0.5283727921833897 #LIFT: 1.140364956042213
569 ==> 607 #SUP: 2301 #CONF: 0.8647125140924464 #LIFT: 1.1463861484428781
569 ==> 640 #SUP: 1483 #CONF: 0.5573092822247275 #LIFT: 1.2341098342545236
580 ==> 571 #SUP: 1434 #CONF: 0.8198970840480274 #LIFT: 1.0229132990973722
585 ==> 571 #SUP: 1629 #CONF: 0.8345286885245902 #LIFT: 1.0411678618923923
587 ==> 571 #SUP: 2052 #CONF: 0.9177101967799642 #LIFT: 1.144946095391288
588 ==> 571 #SUP: 1240 #CONF: 0.8539944903581267 #LIFT: 1.0654536264847105
589 ==> 571 #SUP: 2294 #CONF: 0.8464944649446494 #LIFT: 1.0560965060749925
598 ==> 571 #SUP: 1306 #CONF: 0.9082058414464534 #LIFT: 1.133088349267842
599 ==> 571 #SUP: 3243 #CONF: 0.819560272934041 #LIFT: 1.0224930895680497
600 ==> 571 #SUP: 3478 #CONF: 0.8212514757969304 #LIFT: 1.0246030542618867
603 ==> 571 #SUP: 3432 #CONF: 0.8144280968201234 #LIFT: 1.0160901259493518
605 ==> 571 #SUP: 3559 #CONF: 0.8099681383705052 #LIFT: 1.0105258290390473
610 ==> 571 #SUP: 7341 #CONF: 0.8581949964928688 #LIFT: 1.0706942276183964
617 ==> 571 #SUP: 2745 #CONF: 0.8047493403693932 #LIFT: 1.004014794929396
627 ==> 571 #SUP: 2996 #CONF: 0.8475247524752475 #LIFT: 1.0573819049835234
633 ==> 571 #SUP: 1315 #CONF: 0.8198254364089775 #LIFT: 1.0228239106555068
634 ==> 571 #SUP: 1575 #CONF: 0.815639564992232 #LIFT: 1.0176015679690802
637 ==> 571 #SUP: 1465 #CONF: 0.8741050119331742 #LIFT: 1.0905437510517295
638 ==> 571 #SUP: 16787 #CONF: 0.8147842547201863 #LIFT: 1.0165344727578003
571 ==> 638 #SUP: 16787 #CONF: 0.8484710639373263 #LIFT: 1.0165344727578003
641 ==> 571 #SUP: 8390 #CONF: 0.8261939931068439 #LIFT: 1.0307693973135876
649 ==> 571 #SUP: 2120 #CONF: 0.9110442629995703 #LIFT: 1.1366295975679246
651 ==> 571 #SUP: 2084 #CONF: 0.9108391608391608 #LIFT: 1.1363737096868256
653 ==> 571 #SUP: 1242 #CONF: 0.8236074270557029 #LIFT: 1.027542366916501
578 ==> 607 #SUP: 2541 #CONF: 0.7646704784832983 #LIFT: 1.013756167940369
578 ==> 638 #SUP: 2857 #CONF: 0.8597652723442673 #LIFT: 1.0300658148107504
580 ==> 607 #SUP: 1339 #CONF: 0.7655803316180675 #LIFT: 1.0149623989290713
580 ==> 638 #SUP: 1488 #CONF: 0.8507718696397941 #LIFT: 1.0192910173367313
585 ==> 607 #SUP: 1742 #CONF: 0.8924180327868853 #LIFT: 1.1831165326446897
585 ==> 640 #SUP: 1246 #CONF: 0.6383196721311475 #LIFT: 1.4134998463160713
587 ==> 586 #SUP: 1240 #CONF: 0.554561717352415 #LIFT: 1.1968874207508098
600 ==> 586 #SUP: 2260 #CONF: 0.5336481700118064 #LIFT: 1.1517505839443412
604 ==> 586 #SUP: 2224 #CONF: 0.5290199809705043 #LIFT: 1.1417617566036482
605 ==> 586 #SUP: 2319 #CONF: 0.5277651342740101 #LIFT: 1.139053473325143
610 ==> 586 #SUP: 4339 #CONF: 0.5072480710778583 #LIFT: 1.0947723517081276
586 ==> 638 #SUP: 9700 #CONF: 0.8481245081752208 #LIFT: 1.016119271940841
649 ==> 586 #SUP: 1279 #CONF: 0.5496347228190803 #LIFT: 1.1862536939814792
