91 ==> 571 #SUP: 1732 #CONF: 0.8900308324768756 #LIFT: 1.2118489736632994
91 ==> 607 #SUP: 1718 #CONF: 0.8828365878725591 #LIFT: 1.094304106036663
91 ==> 638 #SUP: 1644 #CONF: 0.8448098663926003 #LIFT: 1.0492588423335931
114 ==> 571 #SUP: 4420 #CONF: 0.8472302089323366 #LIFT: 1.153572462533617
114 ==> 607 #SUP: 4345 #CONF: 0.8328541307264712 #LIFT: 1.0323492563667247
114 ==> 619 #SUP: 2699 #CONF: 0.517347134368411 #LIFT: 1.035561021072917
114 ==> 638 #SUP: 4288 #CONF: 0.8219283112900134 #LIFT: 1.0208398157894887
253 ==> 607 #SUP: 1638 #CONF: 0.8080907745436606 #LIFT: 1.001654286626742
253 ==> 638 #SUP: 1663 #CONF: 0.820424272323631 #LIFT: 1.018971790512476
280 ==> 638 #SUP: 4960 #CONF: 0.8156553198487091 #LIFT: 1.0130487233798118
396 ==> 571 #SUP: 1938 #CONF: 0.7871649065800163 #LIFT: 1.0717886946546247
396 ==> 607 #SUP: 2044 #CONF: 0.8302193338748984 #LIFT: 1.029083341640426
426 ==> 607 #SUP: 3614 #CONF: 0.8329108089421525 #LIFT: 1.03241951082264
426 ==> 619 #SUP: 2214 #CONF: 0.5102558193132058 #LIFT: 1.0213665103247649
426 ==> 640 #SUP: 2425 #CONF: 0.5588845356072828 #LIFT: 1.0854621362932524
449 ==> 571 #SUP: 1590 #CONF: 0.7655272026961965 #LIFT: 1.0423272105270862
449 ==> 638 #SUP: 1715 #CONF: 0.8257101588830044 #LIFT: 1.025536892830324
548 ==> 571 #SUP: 2395 #CONF: 0.7816579634464752 #LIFT: 1.0642905461176446
548 ==> 619 #SUP: 1587 #CONF: 0.5179503916449086 #LIFT: 1.0367685463102652
569 ==> 586 #SUP: 2351 #CONF: 0.5197877514923723 #LIFT: 1.2235432539463842
569 ==> 607 #SUP: 3996 #CONF: 0.8834844130002211 #LIFT: 1.0951071059427981
569 ==> 619 #SUP: 2328 #CONF: 0.5147026309971258 #LIFT: 1.0302675837858968
569 ==> 640 #SUP: 2623 #CONF: 0.5799248286535486 #LIFT: 1.1263264651182028
579 ==> 571 #SUP: 1802 #CONF: 0.7527151211361738 #LIFT: 1.0248825251044524
580 ==> 571 #SUP: 1538 #CONF: 0.7621407333994054 #LIFT: 1.0377162586455229
585 ==> 571 #SUP: 2137 #CONF: 0.8270123839009288 #LIFT: 1.126044258318678
587 ==> 571 #SUP: 1749 #CONF: 0.8811083123425693 #LIFT: 1.1997002407512514
589 ==> 571 #SUP: 2111 #CONF: 0.7485815602836879 #LIFT: 1.0192543476370277
600 ==> 571 #SUP: 3773 #CONF: 0.7568706118355065 #LIFT: 1.0305405618322807
604 ==> 571 #SUP: 3941 #CONF: 0.7478178368121442 #LIFT: 1.0182144763523697
605 ==> 571 #SUP: 4027 #CONF: 0.7538375140396855 #LIFT: 1.026410753833768
610 ==> 571 #SUP: 7139 #CONF: 0.7998879551820728 #LIFT: 1.0891121545030464
617 ==> 571 #SUP: 3362 #CONF: 0.7851471275105091 #LIFT: 1.0690413252318638
627 ==> 571 #SUP: 3164 #CONF: 0.7636978035240164 #LIFT: 1.039836335572724
633 ==> 571 #SUP: 1634 #CONF: 0.785954785954786 #LIFT: 1.07014101753583
634 ==> 571 #SUP: 1856 #CONF: 0.7532467532467533 #LIFT: 1.0256063852271173
