91 ==> 571 #SUP: 2068 #CONF: 0.9273542600896861 #LIFT: 1.1495548781894283
91 ==> 607 #SUP: 1905 #CONF: 0.8542600896860987 #LIFT: 1.1255254715151686
91 ==> 638 #SUP: 1960 #CONF: 0.8789237668161435 #LIFT: 1.0557786267429905
114 ==> 571 #SUP: 5448 #CONF: 0.9114940605655011 #LIFT: 1.1298944630527996
114 ==> 586 #SUP: 3269 #CONF: 0.5469298979421114 #LIFT: 1.2457612278738779
114 ==> 607 #SUP: 4967 #CONF: 0.8310189058055881 #LIFT: 1.0949041832664168
114 ==> 619 #SUP: 3147 #CONF: 0.5265183202275389 #LIFT: 1.0827561819269687
114 ==> 638 #SUP: 4985 #CONF: 0.8340304500585578 #LIFT: 1.001851988158672
118 ==> 571 #SUP: 1631 #CONF: 0.9455072463768116 #LIFT: 1.1720574479603945
118 ==> 638 #SUP: 1725 #CONF: 1.0 #LIFT: 1.201217519202484
235 ==> 571 #SUP: 1586 #CONF: 0.8490364025695931 #LIFT: 1.0524715099059199
235 ==> 607 #SUP: 1471 #CONF: 0.7874732334047109 #LIFT: 1.037530832862734
350 ==> 571 #SUP: 1739 #CONF: 0.825735992402659 #LIFT: 1.023588157206787
350 ==> 607 #SUP: 1689 #CONF: 0.801994301994302 #LIFT: 1.0566629833266623
569 ==> 586 #SUP: 1537 #CONF: 0.5334953141270392 #LIFT: 1.215160809625742
569 ==> 607 #SUP: 2527 #CONF: 0.8771259979173898 #LIFT: 1.155652317489096
569 ==> 619 #SUP: 1484 #CONF: 0.5150989239847276 #LIFT: 1.0592728169598498
569 ==> 640 #SUP: 1623 #CONF: 0.5633460603956959 #LIFT: 1.2351183834223607
579 ==> 571 #SUP: 1871 #CONF: 0.8586507572280863 #LIFT: 1.0643895317169647
580 ==> 571 #SUP: 1660 #CONF: 0.8283433133732535 #LIFT: 1.0268202106622406
585 ==> 571 #SUP: 1983 #CONF: 0.8754966887417218 #LIFT: 1.0852718671766324
587 ==> 571 #SUP: 2605 #CONF: 0.9303571428571429 #LIFT: 1.1532772728367846
588 ==> 571 #SUP: 1585 #CONF: 0.8637602179836512 #LIFT: 1.0707232552886976
589 ==> 571 #SUP: 2889 #CONF: 0.8174872665534805 #LIFT: 1.0133629784947669
599 ==> 571 #SUP: 3889 #CONF: 0.8124086066429914 #LIFT: 1.0070674358677203
600 ==> 571 #SUP: 4015 #CONF: 0.8232519991798236 #LIFT: 1.0205089816968547
603 ==> 571 #SUP: 4012 #CONF: 0.8111605337646584 #LIFT: 1.005520315929451
604 ==> 571 #SUP: 4269 #CONF: 0.8099032441661924 #LIFT: 1.0039617708799318
605 ==> 571 #SUP: 4323 #CONF: 0.8162764350453172 #LIFT: 1.011862023221493
610 ==> 571 #SUP: 8783 #CONF: 0.8534641920124381 #LIFT: 1.0579602289129642
617 ==> 571 #SUP: 3388 #CONF: 0.829985301322881 #LIFT: 1.02885563049979
627 ==> 571 #SUP: 3386 #CONF: 0.841869716558926 #LIFT: 1.0435876354055562
633 ==> 571 #SUP: 1691 #CONF: 0.8358872960949085 #LIFT: 1.0361717848252974
634 ==> 571 #SUP: 2031 #CONF: 0.8216019417475728 #LIFT: 1.0184635588717594
637 ==> 571 #SUP: 1751 #CONF: 0.8956521739130435 #LIFT: 1.1102567486810604
638 ==> 571 #SUP: 19908 #CONF: 0.8133681974178787 #LIFT: 1.0082569513569042
571 ==> 638 #SUP: 19908 #CONF: 0.839362509486466 #LIFT: 1.0082569513569042
641 ==> 571 #SUP: 10117 #CONF: 0.8375693352098683 #LIFT: 1.0382568523697335
649 ==> 571 #SUP: 2616 #CONF: 0.9230769230769231 #LIFT: 1.1442526610753274
651 ==> 571 #SUP: 2227 #CONF: 0.9123310118803769 #LIFT: 1.1309319538028064
578 ==> 607 #SUP: 2783 #CONF: 0.7603825136612021 #LIFT: 1.0018376107619542
578 ==> 638 #SUP: 3119 #CONF: 0.8521857923497268 #LIFT: 1.023660503385942
579 ==> 607 #SUP: 1660 #CONF: 0.7618173474070674 #LIFT: 1.0037280677174631
580 ==> 607 #SUP: 1546 #CONF: 0.7714570858283433 #LIFT: 1.0164288496723783
585 ==> 607 #SUP: 1971 #CONF: 0.8701986754966887 #LIFT: 1.1465252636467913
600 ==> 586 #SUP: 2460 #CONF: 0.5044084478162805 #LIFT: 1.1489086438058926
605 ==> 586 #SUP: 2655 #CONF: 0.5013217522658611 #LIFT: 1.1418779701246187
586 ==> 638 #SUP: 10874 #CONF: 0.8424233033777503 #LIFT: 1.0119336306017825
587 ==> 610 #SUP: 1958 #CONF: 0.6992857142857143 #LIFT: 1.997832988603079
587 ==> 638 #SUP: 2800 #CONF: 1.0 #LIFT: 1.2012175192024839
649 ==> 587 #SUP: 1938 #CONF: 0.6838390966831334 #LIFT: 7.180554743421718
587 ==> 649 #SUP: 1938 #CONF: 0.6921428571428572 #LIFT: 7.180554743421718
588 ==> 638 #SUP: 1835 #CONF: 1.0 #LIFT: 1.201217519202484
589 ==> 610 #SUP: 2824 #CONF: 0.7990945104697227 #LIFT: 2.282982965923653
589 ==> 638 #SUP: 3534 #CONF: 1.0 #LIFT: 1.201217519202484
